Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
pain hot dog,38,38,1600,82.29,0.36,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/pain-hot-dog/pain-francais-hot-dog-avec-grand-trou/,1,0.43,0.00,1,344000000,"[68,84,84,84,84,84,84,100,100,84,84,100]",1585112703,"Image pack, Video, Image, AdWords bottom, Video Carousel"
pain viking,30,30,1600,68.88,0.27,https://www.lantmannen-unibake.com/fr-FR/Produits/Pains/autres-specialites-de-pain/viking-round/,2,0.87,0.00,0.01,17100000,"[68,84,84,84,68,68,84,84,84,84,100,100]",1585098101,"Knowledge panel, Image, Video Carousel"
danish,87,87,1600,76.12,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/danish-pastry/,0,0,0.00,0,572000000,"[84,84,84,84,68,84,84,84,100,84,84,100]",1585274390,"Instant answer, Knowledge panel, Image pack, Site links, Image, Video Carousel"
couque,16,16,1000,81.41,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/danish-pastry/couque-cannelle/,5,2.18,0.00,0.01,338000,"[55,55,55,55,55,63,63,63,63,100,81,63]",1585028598,"Knowledge panel, Featured snippet, Image, Video Carousel, FAQ"
vienoiserie,36,36,1000,87.47,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/viennoiserie/,0,0,0.00,0,9390000,"[77,100,77,77,77,77,68,100,100,100,77,100]",1585274299,"Knowledge panel, Featured snippet, Image, Video Carousel"
mini viennoiseries,46,46,880,75.59,0.41,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/viennoiserie/sg-assortiment-mini-viennoiseries/,0,0,0.00,0.46,3230000,"[72,88,72,72,72,88,72,100,100,100,88,100]",1585071236,"Image pack, Image, Video Carousel"
roulé a la saucisse,43,43,880,89.91,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/specialites-salees-de-pate-feuilletee/roule-au-saucisse/,0,0,0.00,0,401000,"[25,30,30,37,30,30,37,30,37,37,100,30]",1585270978,"Video, Image"
pomme sucre,45,45,880,87.24,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/autres-specialites-sucres/sg-coin-pomme-raisins-sucre/,0,0,0.00,0,39500000,"[55,68,55,55,45,37,37,55,68,100,100,100]",1585038136,"Instant answer, Knowledge panel, Image pack, Site links, Image, People also ask"
roulé au saucisse,43,43,880,85.67,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/specialites-salees-de-pate-feuilletee/roule-au-saucisse/,0,0,0.00,0,1450000,"[25,30,30,37,30,30,37,30,37,37,100,37]",1585123295,"Image pack, Video, Image, Video Carousel"
brooklyn burger,53,53,880,78.91,0.31,https://www.lantmannen-unibake.com/Schulstad-Bakery-Solutions/Products/fast-food/burger-buns/brooklyn-burger-buns/,0,0,0.00,0.1,40900000,"[100,100,100,100,100,100,82,100,82,82,82,82]",1585058467,"Knowledge panel, Image pack, Video, Video Carousel"
pain a hot dog,37,37,720,82.31,0.29,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/pain-hot-dog/pain-francais-hot-dog-avec-grand-trou/,0,0,0.00,0.99,287000000,"[67,67,67,82,82,82,67,67,100,82,67,100]",1585163005,"Knowledge panel, Image pack, Image, Video Carousel"
frikandel,74,67,720,83.01,0.00,https://www.lantmannen-unibake.com/Schulstad-Bakery-Solutions/Products/fast-food/savoury-filled/frikandel-roll/,0,0,0.00,0.02,2340000,"[30,37,30,45,37,63,100,45,45,37,45,37]",1585562317,"Knowledge panel, Site links, Image, Video Carousel"
suisse viennoiserie,65,65,720,85.95,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/viennoiserie/,0,0,0.00,0,314000,"[59,72,59,59,48,48,72,72,100,88,88,100]",1585421934,"Knowledge panel, Image, Video Carousel"
couque suisse,25,25,590,82.1,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/premium-viennoiserie/premium-couque-suisse-ronde/,0,0,0.00,0,21600,"[55,67,55,55,55,82,100,67,82,100,67,67]",1585420649,"Knowledge panel, Image, Video Carousel"
french baguette,48,48,590,83.05,0.00,https://www.lantmannen-unibake.com/fr-BX/Produits/Pains/piccolos--baguettes-blancs--larges/rustic-french-baguette-57cm/,0,0,0.00,0.03,50300000,"[48,48,48,48,48,72,88,72,100,48,59,72]",1585422092,"Knowledge panel, Site links, Video, Image, Video Carousel"
ramsons,62,62,590,81.37,0.00,https://www.lantmannen-unibake.com/about/TrueBurgers/ReceipesOLD/Ramsons-Burger/,0,0,0.00,0.01,4390000,"[44,67,82,55,44,30,55,100,100,67,55,55]",1585327429,"Knowledge panel, Site links, Video, FAQ"
viennoiserie suisse,64,62,590,87.48,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/premium-viennoiserie/premium-couque-suisse-ronde/,0,0,0.00,0,285000,"[44,55,55,67,55,67,82,82,100,82,82,82]",1585584188,"Knowledge panel, Image, Video Carousel"
cuisson croissant,53,53,480,79.99,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/premium-viennoiserie/premium-croissant-cuit/,0,0,0.00,0,6280000,"[67,55,44,44,36,24,36,55,67,82,67,100]",1585304685,"Image, Video Carousel"
roulé aux saucisses,52,52,480,87.75,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/specialites-salees-de-pate-feuilletee/roule-au-saucisse/,0,0,0.00,0.01,1760000,"[20,24,24,30,24,24,24,24,30,30,100,30]",1585317608,"Image pack, Video, Image"
croissant au amande,23,27,480,84.14,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/viennoiserie/sg-croissant-amande-droit/,0,0,0.00,0,1540000,"[66,81,66,81,66,81,66,81,100,100,100,100]",1585573225,"Image pack, Image, Video Carousel"
mini donuts,36,38,480,80.2,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/donuts/mini-mix-donuts/,0,0,0.00,0.8,51800000,"[66,81,66,66,66,66,81,100,100,100,81,100]",1585585766,"Image pack, Image, Video Carousel"
easy eat,60,60,480,88.41,3.09,https://www.lantmannen-unibake.com/fr-BX/Produits/Sur-le-Pouce/,0,0,0.00,0.17,1190000000,"[100,100,81,66,66,81,66,81,81,100,81,100]",1585281807,"Knowledge panel, Image pack, Site links, AdWords top, Video Carousel"
croissant chocolat,67,67,480,85.27,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/viennoiserie/sg-croissant-chocolat-au-noisette-droit/,0,0,0.00,0.02,12000000,"[66,66,54,54,54,54,66,81,100,100,81,100]",1585388560,"Knowledge panel, Image, Video Carousel"
american cookies,50,60,480,83.94,0.00,https://www.lantmannen-unibake.com/fr-BX/Home/Produits/sweet-moments/american-cookies/,0,0,0.00,0.01,5660000000,"[81,81,66,81,66,66,66,81,100,81,100,100]",1585540903,"Knowledge panel, Image, Video Carousel"
pain focaccia,60,60,480,83.81,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Pains/autres-specialites-de-pain/focaccia-aux-herbes/?__hstc=122384340.07430159d50a3c91e72c280a7921bf0d.1536019200075.1536019200076.1536019200077.1&__hssc=122384340.1.1536019200078&__hsfp=1773666937,0,0,0.00,0.04,2280000,"[44,67,54,82,82,100,100,67,100,67,67,67]",1585432650,"Knowledge panel, Image, Video Carousel"
signature burger,57,60,480,75.66,1.08,https://www.lantmannen-unibake.com/about/TrueBurgers/ReceipesOLD/Signature-Burger-with-Caramelized-Jack-Daniels-Onions/,0,0,0.00,0.07,106000000,"[66,66,81,81,81,66,100,81,100,66,100,100]",1585566184,"Knowledge panel, Image pack, Image, Video Carousel"
roulé de saucisse,52,52,480,84.73,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/specialites-salees-de-pate-feuilletee/roule-au-saucisse/,0,0,0.00,0,1600000,"[25,25,25,45,30,25,30,25,37,30,100,30]",1585072695,"Image pack, Video, Image, Video Carousel"
pain toast,27,27,480,84.22,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Pains/pain-toast/,0,0,0.00,0.9,41300000,"[14,14,11,17,14,14,21,17,21,25,100,31]",1585296019,"Knowledge panel, Video, Image, Video Carousel"
rotolino,33,33,390,84.64,0.00,https://www.lantmannen-unibake.com/Products/Easy-to-Eat/savoury-topped/pizza-rotolino--chicken--pesto/,0,0,0.00,0,89,"[36,44,44,54,54,66,81,100,66,81,66,81]",1585458183,"Knowledge panel, Image pack, Video, Image, Video Carousel"
pain rustique,94,94,390,76.64,0.22,https://www.lantmannen-unibake.com/fr-FR/Produits/Pains/petits-pains-rustiques/petit-pain-rustique-blanc/,0,0,0.00,0.3,3020000,"[54,100,54,67,67,81,81,100,100,100,100,100]",1584964848,"Image pack, Image, Video Carousel"
danish pastry,20,20,390,69.64,0.00,https://www.lantmannen-unibake.com/Products/pastry/,0,0,0.00,0,26400000,"[81,81,67,67,54,81,100,81,100,81,81,100]",1584990025,"Knowledge panel, Site links, Image, Video Carousel"
buns hamburger,42,0,390,80.62,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/Burger-Bun/,0,0,0.00,0.77,20800000,"[81,67,67,100,100,67,67,67,67,67,81,81]",1585573089,"Local pack, Image pack, Image, Video Carousel"
sandwich baguette,25,25,390,90.49,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Pains/sandwiches/sandwich-baguette-blanc/,0,0,0.00,0,71700000,"[81,81,67,67,81,100,100,100,81,100,81,100]",1585209666,"Image pack, Site links, Image, Video Carousel"
gourmet steakhouse,26,23,390,61.91,1.07,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/hamburger-buns-gourmet/steakhouse-hamburger-bun/,0,0,0.00,0.01,25100000,"[81,66,54,44,81,54,44,29,66,66,100,66]",1585533668,"Knowledge panel, Image pack, Site links, Video, Image, Video Carousel"
pain bun,70,62,320,80.9,0.00,https://www.lantmannen-unibake.com/fr-BX/Produits/Sur-le-Pouce/french-hotdog-bread/hamburger-bun-rustique/,0,0,0.00,0.02,57100000,"[66,100,81,81,81,100,100,100,100,100,100,100]",1585551655,"Knowledge panel, Image, Video Carousel"
pain bagnat boulangerie,91,91,320,68.68,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Pains/Bagel/pain-bagnat-gris/,0,0,0.00,0.02,28700,"[29,44,44,66,66,81,100,44,36,29,24,36]",1585447390,"Image pack, Image, Video Carousel"
roulés à la saucisse,93,93,320,89.45,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/specialites-salees-de-pate-feuilletee/roule-au-saucisse/,0,0,0.00,0.03,1050000,"[24,24,36,36,30,24,30,30,36,36,100,30]",1584673416,"Image pack, Reviews, Video, Image"
welsh burger,42,42,320,75.8,0.00,https://www.lantmannen-unibake.com/en-GB/Americana/americana-recipe/Pretzel-Lamb-Burger-with-Chevre-Creme/,0,0,0.00,0,11900000,"[54,44,44,35,44,81,100,67,100,100,81,67]",1584856858,"Image pack, Video, Image"
poids saucisse,56,56,320,66.56,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/specialites-salees-de-pate-feuilletee/roule-au-saucisse/,0,0,0.00,0.19,885000,"[24,54,66,66,100,81,66,44,29,36,24,36]",1584602103,"Image pack, Site links, Reviews, Featured snippet, Image, People also ask"
honey bun,28,28,320,80.41,0.00,https://www.lantmannen-unibake.com/Products/pastry/donuts/honey-bun-kanel/,0,0,0.00,0.02,119000000,"[44,36,44,44,44,54,66,100,54,54,54,54]",1584581791,"Knowledge panel, Site links, Reviews, Image, Video Carousel"
hot dog origine,97,97,320,75.93,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/pain-hot-dog/pain-francais-hot-dog-avec-grand-trou/,0,0,0.00,0.02,4500000,"[82,100,67,100,82,82,82,82,82,82,82,82]",1585148446,"Site links, Video, Featured snippet, Image"
croissant amande,26,26,320,84.81,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/viennoiserie/sg-croissant-amande-droit/,0,0,0.00,0.01,683000,"[67,67,67,67,67,67,82,67,100,100,100,100]",1584867443,"Image pack, Image, Video Carousel"
likebaguette,90,90,320,70.8,0.00,https://www.lantmannen-unibake.com/fr-BX/Produits/Pains/piccolos--baguettes-blancs--larges/rustic-french--baguette-white-27cm/,0,0,0.00,0,59000,"[81,66,66,54,44,44,44,44,100,29,29,24]",1585448479,"Image pack, Site links, Video Carousel"
french waffle,78,78,320,86.15,1.20,https://www.lantmannen-unibake.com/en-US/us---sbs---oldbackup/Inspiration/Pastry-Recipes/French-Waffle/,0,0,0.00,0.03,120000000,"[44,82,36,100,29,29,36,29,29,44,29,36]",1585262683,"Knowledge panel, Image pack, Video, Image, Video Carousel"
pain à hot dog,27,27,260,82.32,0.33,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/pain-hot-dog/pain-francais-hot-dog-avec-grand-trou/,0,0,0.00,0.99,265000000,"[66,66,81,81,81,81,81,66,81,81,66,100]",1584863902,"Knowledge panel, Image pack, Image, Video Carousel"
baguette blanche,7,7,260,78.51,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Pains/piccolos--baguettes-blancs--larges/baguette-blanche-26cm/,10,4.36,0.00,0.97,5670000,"[66,66,66,66,81,81,100,100,100,100,100,100]",1584497871,"Image pack, Site links, Reviews, Image, Video Carousel"
potato burger,72,77,260,71.98,0.00,https://www.lantmannen-unibake.com/Schulstad-Bakery-Solutions/Products/fast-food/burger-buns/potato-bun-4---sliced/,0,0,0.00,0.01,244000000,"[44,54,54,44,54,44,44,82,82,100,67,82]",1585522816,"Image pack, Image, Video Carousel"
pain hamburger sans gluten,94,94,260,69.82,0.37,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/hamburger-buns-gourmet/hamburger-bun-sans-gluten/,0,0,0.00,1,1320000,"[66,66,81,81,66,81,81,81,81,81,66,100]",1584536551,"Image pack, Reviews, Image, Shopping ads, Video Carousel"
poids d une saucisse,88,88,260,63.05,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/specialites-salees-de-pate-feuilletee/roule-au-saucisse/,0,0,0.00,0.02,2210000,"[24,36,66,81,100,81,54,29,24,19,19,24]",1585591493,"Featured snippet, Image, People also ask"
pain gris,82,82,260,81.43,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Pains/pains-rustiques-350g/pain-de-campagne-gris/,0,0,0.00,0,31700000,"[54,67,54,54,44,54,67,67,67,67,67,100]",1585183183,"Knowledge panel, Image, Video Carousel"
donuts sucre,74,74,260,84.98,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/donuts/mini-mix-donuts/,0,0,0.00,0.24,1580000,"[54,67,36,44,44,67,54,67,82,82,82,100]",1584620732,"Instant answer, Knowledge panel, Reviews, Image, Video Carousel"
recongeler du pain,43,43,260,84.08,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Pains/pains-rustiques-350g/pain-dartisan/,0,0,0.00,0,41900,"[66,66,100,100,81,100,81,81,81,81,100,81]",1584543860,"Reviews, Featured snippet, Video Carousel, People also ask"
cuisson baguette,72,72,260,78.8,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Pains/baguettes-rustiques/baguette-artisanale/,0,0,0.00,0.04,4150000,"[67,82,82,82,54,44,54,67,67,82,82,100]",1584943464,"Image pack, Image, Video Carousel"
rugbrød,38,38,260,44.46,0.00,https://www.lantmannen-unibake.com/da-DK/Schulstad-Bakery-Solutions/produkter/Brod/Rugbrod/,0,0,0.00,0,1640000,"[54,54,36,54,36,82,54,82,100,100,67,82]",1585519248,"Knowledge panel, Image, Video Carousel"
pain français,89,89,260,76.53,0.00,https://www.lantmannen-unibake.com/fr-BX/Produits/Pains/piccolos--baguettes-blancs--larges/pain-francais-blanc-35cm/,0,0,0.00,0.01,538000000,"[44,54,44,54,44,67,67,82,100,82,67,100]",1584694747,"Site links, Reviews, Featured snippet, Image, Video Carousel"
vallmo,34,34,260,74.47,0.00,https://www.lantmannen-unibake.com/Products/Bread/rolls/kaiserroll/,0,0,0.00,0,6820000,"[67,82,54,100,67,44,44,100,82,67,54,82]",1584921564,"Knowledge panel, Site links, Video Carousel"
pain saucisse,22,22,210,80.81,0.00,https://www.lantmannen-unibake.com/fr-BX/Produits/Sur-le-Pouce/savoury-filled/sg-pain-saucisse/,0,0,0.00,0.01,5320000,"[65,65,54,81,65,81,100,100,100,100,100,100]",1584624180,"Image pack, Reviews, Image, Video Carousel"
gluten free bread,94,94,210,61.51,0.61,https://www.lantmannen-unibake.com/Products/Bread/Buns/gluten-free-bread-multicereal/,0,0,0.00,0.76,584000000,"[66,81,100,81,81,81,53,53,81,44,44,53]",1584950327,"Image pack, Site links, Image, Video Carousel, People also ask"
origine hot dog,82,82,210,76.08,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/pain-hot-dog/pain-francais-hot-dog-avec-grand-trou/,0,0,0.00,0.01,5830000,"[65,81,100,81,65,81,100,65,81,100,100,100]",1584810213,"Site links, Video, Featured snippet, Image"
londerzeel,83,83,210,82.52,0.00,https://www.lantmannen-unibake.com/fr-BX/news/lhistoire-apres-le-feu-a-londerzeel/,0,0,0.00,0,1950000,"[81,100,100,81,81,100,100,100,100,100,81,100]",1584687637,"Knowledge panel, Image pack, Site links, Reviews, FAQ"
chocolate croissant,63,63,210,86.03,0.00,https://www.lantmannen-unibake.com/en-GB/Schulstad-Bakery-Solutions/products/Sweet/Croissant-Filled/chocolate-croissant/,0,0,0.00,0.16,48300000,"[53,53,66,66,81,100,81,81,81,66,66,66]",1584950669,"Knowledge panel, Video, Image"
het laatste nieuws belgie,90,90,210,67.43,0.74,https://www.lantmannen-unibake.com/nl-BE/,0,0,0.00,0.01,17800000,"[28,44,44,54,54,100,100,67,54,54,54,54]",1585051196,"Knowledge panel, Site links"
ronde suisse,71,71,210,69.53,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/premium-viennoiserie/premium-couque-suisse-ronde/,0,0,0.00,0.01,16800000,"[100,100,100,81,81,54,100,54,81,81,65,81]",1585271155,"Knowledge panel, Image pack, Site links, Video Carousel"
balance droit,83,83,210,78.81,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/premium-viennoiserie/premium-croissant-droit---balance/,0,0,0.00,0.01,50700000,"[28,28,28,28,23,28,28,100,82,82,67,82]",1584741806,"Image pack, Site links"
potato bun,32,32,210,67.91,0.00,https://www.lantmannen-unibake.com/en-US/eurobake/products/bread/burger/potato-bun-4---sliced/,0,0,0.00,0.04,262000000,"[7,5,9,11,7,7,9,11,100,32,32,39]",1584591626,"Knowledge panel, Image pack, Reviews, Image, Video Carousel"
baguette de pain en anglais,89,89,210,91.9,0.00,https://www.lantmannen-unibake.com/fr-BX/Produits/Pains/,0,0,0.00,0,738000,"[66,81,66,81,66,53,53,53,81,81,81,100]",1585087222,"Instant answer, Image pack, Site links, Video, Image"
assortment,52,52,210,79.17,0.00,https://www.lantmannen-unibake.com/fr-BX/Produits/Pains/assortiments/assortment-mini-round-rolls/,0,0,0.00,0,151000000,"[54,65,65,81,54,65,65,81,100,100,81,65]",1584500189,"Instant answer, Image pack, Reviews, Video Carousel"
brioche bun,12,12,210,66.61,0.00,https://www.lantmannen-unibake.com/fr-BX/Produits/Sur-le-Pouce/french-hotdog-bread/hamburger-bun-brioche/,2,0.87,0.00,0.02,44500000,"[54,65,81,81,65,65,81,65,100,100,81,100]",1585065558,"Image pack, Image, Video Carousel"
piccolos,25,25,210,80.54,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Pains/piccolos--baguettes-blancs--larges/piccolo-blanc-17-cm/,0,0,0.00,0.09,2180000,"[44,44,44,34,34,66,53,81,100,100,66,53]",1585197768,"Knowledge panel, Local pack, Site links, Image, Video Carousel"
lantmännen,3,2,170,64.12,0.00,https://www.lantmannen-unibake.com/fr-FR/,15,6.55,0.00,0,82,"[52,81,67,67,81,81,81,100,100,67,67,81]",1585587550,"Knowledge panel, Local pack, Site links, Video, Video Carousel"
sucre dans une pomme,84,84,170,84.41,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/autres-specialites-sucres/sg-coin-pomme-raisins-sucre/,0,0,0.00,0,60800000,"[65,65,100,81,81,54,42,42,54,65,65,54]",1583952775,"Instant answer, Knowledge panel, Site links, Reviews, Image, People also ask"
pain pour hot dog,29,29,170,81.45,0.31,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/pain-hot-dog/pain-francais-hot-dog-avec-grand-trou/,0,0,0.00,1,274000000,"[65,65,65,81,65,65,65,81,100,65,65,81]",1585087221,"Image pack, Video, Image, Video Carousel"
biscuit fourré,44,44,170,83.11,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/sweet-moments/autres-specialites-sucres/biscuit-fourre-aux-amandes/,0,0,0.00,0.8,299000,"[53,44,34,28,28,34,34,53,81,100,100,81]",1584863936,"Knowledge panel, Image pack, Image, Video Carousel"
toast pain,62,62,170,86.81,0.18,https://www.lantmannen-unibake.com/fr-FR/Produits/Pains/pain-toast/pain-toast-ble-complet/,0,0,0.00,0.8,37800000,"[29,29,15,19,23,29,29,23,29,29,100,35]",1585036738,"Knowledge panel, Site links, Image, Video Carousel"
viking distribution,84,84,170,81.08,1.82,https://www.lantmannen-unibake.com/fr-FR/Produits/Pains/autres-specialites-de-pain/viking-thinbread/,0,0,0.00,0.05,0,"[65,54,42,54,35,42,54,65,65,81,100,81]",1584489602,"Knowledge panel, Carousel, Site links, Reviews, Video Carousel"
double bun,55,55,170,81.94,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/Burger-Bun/double-decker-hamburger-bun-sesame/,0,0,0.00,0,196000000,"[54,42,35,35,54,81,100,81,81,54,65,65]",1585339371,"Image pack, Video Carousel"
roule au saucisse,47,47,170,90.13,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Sur-le-Pouce/specialites-salees-de-pate-feuilletee/roule-au-saucisse/,0,0,0.00,0.01,1120000,"[29,15,23,23,35,23,29,23,23,35,35,100]",1584057711,"Reviews, Video, Image"
petit sandwich,34,34,170,86.67,0.00,https://www.lantmannen-unibake.com/fr-FR/Produits/Pains/sandwiches/mini-sandwich-blanc/,0,0,0.00,0.02,91200000,"[67,52,52,67,100,100,100,81,81,81,81,100]",1583864710,"Image pack, Reviews, Image, Video Carousel"
american buns,46,46,170,82.61,0.00,https://www.lantmannen-unibake.com/Schulstad-Bakery-Solutions/Products/fast-food/burger-buns/hamburger-bun-american/,0,0,0.00,0.37,62500000,"[65,65,54,65,54,65,65,81,100,81,81,81]",1585263639,"Image pack, Video, Image"
chocolate muffins,96,96,170,69.44,0.00,https://www.lantmannen-unibake.com/Products/pastry/muffins/chocolate-muffins/,0,0,0.00,0.07,70600000,"[100,100,81,67,67,52,52,67,81,100,100,81]",1585166583,"Image pack, Image, Video Carousel"
круассаны,63,63,170,51.29,0.00,https://www.lantmannen-unibake.com/ru-RU/Products/pastry/croissiant-filled/,0,0,0.00,0,3120000,"[67,81,100,81,81,100,100,100,100,81,67,81]",1585064499,"Knowledge panel, Site links, Image, Video Carousel"
canaux de vente,71,71,170,72.38,0.00,https://www.lantmannen-unibake.com/fr-FR/-propos-de-nous/canaux-de-distribution/,0,0,0.00,0,26500000,"[34,44,34,34,44,34,28,66,81,100,66,81]",1584486711,"Image pack, Site links, People also ask"
custard tart,65,65,170,67.72,0.00,https://www.lantmannen-unibake.com/en-AU/Schulstad-Bakery-Solutions/products2/Sweet/Speciality-Products/portuguese-custard-tart/,0,0,0.00,0,37700000,"[81,81,67,100,81,100,100,100,100,81,67,81]",1584578165,"Knowledge panel, Site links, Reviews, Image, Video Carousel"
focaccia sandwich,88,88,170,69.23,0.00,https://www.lantmannen-unibake.com/Schulstad-Bakery-Solutions/Products/Bread/Sandwich-Products/focaccia-sandwich-roll--precut/,0,0,0.00,0,24000000,"[35,42,35,54,65,81,100,81,81,65,42,81]",1584539109,"Image pack, Reviews, Image, Video Carousel"
