Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
muffin salé,54,50,14800,91.74,0.00,https://www.coupdepates.fr/produit/mini-muffins-sales-assortis-22585,1,0.01,0.00,0,822000,"[45,55,55,67,55,45,45,45,55,55,100,55]",1585544061,"Image pack, Site links, Video, Image, Video Carousel"
bol,94,87,14800,92.42,0.54,https://www.coupdepates.fr/produit/le-bol-d-hubert-822892,0,0,0.00,1,402000000,"[55,55,55,67,67,82,82,82,82,100,100,100]",1585573094,"Image pack, Site links, Video Carousel, FAQ"
pain sans gluten,75,76,12100,77.57,0.21,https://www.coupdepates.fr/produit/petit-pain-sans-gluten-o-110-29032,0,0,0.00,0.99,27400000,"[82,100,82,100,100,82,82,82,100,100,82,100]",1585580423,"Image pack, Site links, Image, AdWords bottom, Video Carousel"
gateau citron,97,92,12100,89.83,6.35,https://www.coupdepates.fr/produit/gateau-citron-de-sicile-et-the-earl-grey-o-229-826108,0,0,0.00,0.01,14500000,"[82,100,82,100,67,67,67,82,82,100,82,100]",1585522990,"Image pack, Image, Video Carousel"
canelé,67,69,12100,83.67,0.38,https://www.coupdepates.fr/produit/canele-bouchee-grand-siecle-22159,0,0,0.00,0.01,385000,"[67,55,67,67,67,55,82,82,100,82,100,67]",1585587519,"Knowledge panel, Image, Video Carousel, FAQ"
muffin nutella,47,38,12100,88.03,0.00,http://www.coupdepates.fr/produit/maxi-muffin-fourre-au-nutella-838226,3,0.05,0.00,0.01,10400000,"[82,100,100,100,67,55,67,82,100,100,82,82]",1585547978,"Image pack, Image, Video Carousel"
brownie chocolat,83,82,12100,88.58,3.27,http://www.coupdepates.fr/produit/brownie-tout-chocolat-25015,0,0,0.00,0.01,9750000,"[82,100,82,100,82,82,82,67,100,100,82,82]",1585522939,"Image, Video Carousel"
fabrice,78,79,12100,88.98,0.00,https://www.coupdepates.fr/partners/collaborations/Fabrice-Prochasson,0,0,0.00,0,66900000,"[7,9,7,13,7,9,16,100,11,11,11,16]",1585537333,"Knowledge panel, Local pack, Site links, Video, Video Carousel, FAQ"
gaufre liegeoise,49,45,12100,85.08,0.00,https://www.coupdepates.fr/produit/gaufre-liegeoise-25999,0,0,0.00,0.01,17400,"[100,82,55,45,24,36,45,30,67,67,45,45]",1585577239,"Knowledge panel, Site links, Image, Video Carousel"
feuilleté saucisse,38,0,12100,89.93,0.00,https://www.coupdepates.fr/produit/feuillete-saucisse-moutarde-a-l-ancienne-26516,8,0.14,0.00,0.01,415000,"[24,24,20,24,20,20,20,20,30,30,100,30]",1585548603,"Image pack, Image, Video Carousel"
mascotte,88,88,9900,78.05,0.37,http://www.coupdepates.fr/produit/mascotte-foraine-831180,0,0,0.00,0.74,12400000,"[67,82,82,82,82,82,82,100,100,100,100,100]",1585519476,"Knowledge panel, Local pack, Site links, Featured snippet, Video Carousel, FAQ"
brookie,61,62,9900,86.09,0.00,https://www.coupdepates.fr/produit/brookie-833477,0,0,0.00,0.04,3160000,"[67,82,82,82,67,67,67,67,100,100,67,67]",1585569809,"Image, Video Carousel"
hubert,72,72,9900,85.14,0.46,https://www.coupdepates.fr/tous/La-carte-d-hubert,0,0,0.00,0.08,162000000,"[36,36,55,45,36,45,82,100,36,36,45,36]",1585519094,"Knowledge panel, Local pack, Site links, Video Carousel, FAQ"
pain pita,64,68,9900,87.06,3.77,https://www.coupdepates.fr/produit/pain-pita-80-g-29082,0,0,0.00,0.06,12400000,"[67,82,82,100,82,100,100,82,82,82,67,100]",1585583953,"Knowledge panel, Video, Image, Video Carousel"
craquelin,89,92,9900,85.65,0.00,https://www.coupdepates.fr/produit/chou-craquelin-sensation-pistache-framboise-831298,0,0,0.00,0.02,522000,"[55,82,55,55,45,45,55,67,100,82,100,67]",1585540889,"Knowledge panel, Image pack, Image, Video Carousel, People also ask"
carpaccio de boeuf,64,61,9900,89.24,0.00,http://www.coupdepates.fr/produit/carpaccio-de-boeuf-et-parmesan-834626,0,0,0.00,0.06,1990000,"[30,36,45,55,82,100,82,55,45,36,36,36]",1585573096,"Image pack, Image, Video Carousel"
pain bagnat,53,55,8100,88.7,0.00,https://www.coupdepates.fr/produit/pain-bagnat-farine-o-170-29620,0,0,0.00,0.01,185000,"[30,45,45,55,67,100,100,45,45,36,30,45]",1585524099,"Knowledge panel, Image, Video Carousel"
pizza 4 fromages,60,66,8100,85.95,0.26,https://www.coupdepates.fr/produit/tarti-pizza-4-fromages-26845,0,0,0.00,0.36,8410000,"[81,81,81,81,81,81,100,100,100,100,81,100]",1585565901,"Image pack, Image, Video Carousel"
cake jambon fromage,30,32,8100,84.15,0.00,http://www.coupdepates.fr/produit/cake-jambon-fromage-cuit-834573,12,0.21,0.00,0,5460000,"[55,67,67,82,100,82,82,67,82,67,100,55]",1585569513,"Image, Video Carousel"
petit fours,21,20,8100,89.82,0.14,https://www.coupdepates.fr/produit/petits-fours-collection-822911,12,0.21,1.00,1,30200000,"[36,36,36,45,36,45,45,55,55,55,100,55]",1585548072,"Knowledge panel, Site links, Image, Video Carousel"
mignardises,54,29,8100,86.94,0.42,https://www.coupdepates.fr/produit/mignardises-27446,0,0,0.00,0.02,1850000,"[36,36,36,36,36,36,36,45,55,55,100,55]",1585547863,"Local pack, Image pack, Image, Video Carousel"
bonne maman,61,66,8100,82.25,0.47,https://www.coupdepates.fr/actualite/croissant-a-la-confiture-bonne-maman-et-si-vous-retombiez-en-enfance,0,0,0.00,0.18,129000000,"[55,55,45,45,36,36,36,45,82,100,67,67]",1585537429,"Image pack, Site links, Image, AdWords top, Video Carousel"
brownie au chocolat,87,88,6600,87.15,2.69,http://www.coupdepates.fr/produit/brownie-tout-chocolat-25015,0,0,0.00,0.05,9980000,"[54,54,67,100,81,67,81,81,100,81,81,81]",1585530466,"Image pack, Image, Video Carousel"
faluche,33,29,6600,79.89,0.00,https://www.coupdepates.fr/produit/faluche-carree-826190,0,0,0.00,0.01,89500,"[44,55,55,55,55,100,82,100,100,82,100,82]",1585528347,"Knowledge panel, Local pack, Featured snippet, Image, Video Carousel"
tiramisu café,68,0,5400,90.4,0.27,http://www.coupdepates.fr/produit/sunday-facon-tiramisu-cafe-30060,0,0,0.00,0.03,49300000,"[67,67,82,100,82,67,100,67,82,82,82,55]",1585576733,"Image pack, Site links, Image, Video Carousel"
mini pizza,70,73,5400,91.2,0.86,https://www.coupdepates.fr/produit/mini-pizza-pincee-828892,0,0,0.00,0.58,604000000,"[29,36,36,100,44,36,36,36,55,55,100,44]",1585581284,"Local pack, Image pack, Site links, Image, Video Carousel"
ciabatta,47,45,5400,85.51,0.00,https://www.coupdepates.fr/produit/ciabatta-sandwich-160-g-29384,1,0.01,0.00,0.01,18500000,"[67,82,67,82,82,82,100,82,100,82,82,82]",1585580369,"Knowledge panel, Site links, Image, Video Carousel"
negrita,69,71,5400,82.29,0.00,https://www.coupdepates.fr/produit/crepe-fine-sucree-au-rhum-negrita-o-270-pliee-en-quatre-25514,0,0,0.00,0.03,14700000,"[5,100,16,6,5,6,6,4,6,6,6,5]",1585598613,"Knowledge panel, Image pack, Site links, Video, Image, Video Carousel, FAQ"
sucre perlé,74,65,4400,85.16,0.15,https://www.coupdepates.fr/produit/mini-gaufre-au-sucre-perle-25284,0,0,0.00,0.95,4610000,"[82,67,44,55,36,29,36,44,82,82,82,100]",1585537258,"Image pack, Site links, Video, Image, Video Carousel"
tartelette fraise,63,63,4400,87.83,0.00,https://www.coupdepates.fr/produit/tartelette-aux-fraises-o-100-828960,0,0,0.00,0.62,336000,"[19,55,82,100,67,36,29,29,24,16,16,19]",1585564437,"Image pack, Image, Video Carousel"
panko,98,0,4400,82.27,0.66,https://www.coupdepates.fr/produit/crevette-panee-panko-834562,0,0,0.00,0.4,27000000,"[67,81,81,81,81,81,81,81,100,100,81,100]",1585544516,"Knowledge panel, Site links, Image, Shopping ads, Video Carousel, People also ask"
pain nordique,26,0,4400,79.78,0.00,https://www.coupdepates.fr/produit/pain-nordique-o-155-29539,6,0.1,0.00,0.04,1310000,"[24,29,29,36,29,36,36,100,67,55,55,82]",1585544048,"Knowledge panel, Image pack, Video, Image, Video Carousel"
pain burger,85,79,4400,85.45,0.49,https://www.coupdepates.fr/produit/pain-burger-rouge-pretranche-o-110-826087,0,0,0.00,0.84,62700000,"[81,81,81,100,67,67,81,81,100,81,100,100]",1585572283,"Image pack, Image, Video Carousel"
muffin nature,45,0,4400,86.14,6.87,http://www.coupdepates.fr/produit/muffin-nature-fourre-fruits-rouges-25071,1,0.01,9.00,0.01,13800000,"[81,100,100,100,67,54,67,67,100,100,81,81]",1585602500,"Image pack, Site links, Video, Image, Video Carousel"
patte d ours,70,72,4400,77.51,0.25,http://www.coupdepates.fr/produit/patte-d-ours-prepoussee-fourree-creme-patissiere-826158,0,0,0.00,1,2990000,"[55,55,55,55,55,67,67,67,100,82,82,82]",1585591207,"Knowledge panel, Local pack, Image pack, Image, Shopping ads, Video Carousel"
gaufres salées,55,54,4400,87.2,0.00,https://www.coupdepates.fr/produit/mini-gaufres-salees-assorties-o-35-831309,0,0,0.00,0.01,1010000,"[82,82,67,67,44,55,55,67,82,82,82,100]",1585591226,"Image pack, Image, Video Carousel"
muffin anglais,63,61,4400,83.87,8.89,https://www.coupdepates.fr/produit/petit-muffin-anglais-tranche-832336,0,0,0.00,0.04,1510000,"[67,81,100,100,67,54,67,81,100,100,81,100]",1585566222,"Knowledge panel, Site links, Image, Video Carousel"
royal chocolat,72,69,4400,82.36,0.00,https://www.coupdepates.fr/produit/galet-royal-chocolat-838175,0,0,0.00,0.01,22900000,"[55,55,55,55,36,36,44,55,82,100,100,55]",1585574452,"Image pack, Image, Video Carousel"
muffin au nutella,38,36,4400,89.09,0.00,http://www.coupdepates.fr/produit/maxi-muffin-fourre-au-nutella-838226,3,0.05,0.00,0,8490000,"[82,100,82,67,55,44,55,67,100,82,67,82]",1585522897,"Image, Video Carousel"
verrines salées,39,40,4400,91.69,0.00,http://www.coupdepates.fr/produit/assortiment-de-verrines-salees-831308,3,0.05,0.00,0.01,721000,"[20,20,16,30,16,20,20,30,24,24,100,20]",1585577203,"Image pack, Site links, Image, Video Carousel"
bottereaux,60,59,4400,79.95,0.00,http://www.coupdepates.fr/produit/bottereaux-28122,0,0,0.00,0,108000,"[100,55,9,6,5,5,6,7,10,13,13,45]",1585580345,"Knowledge panel, Site links, Video, Image, FAQ"
exquis,97,0,4400,92.31,0.00,https://www.coupdepates.fr/produit/exquis-3-chocolats-821458,0,0,0.00,0.06,8480000,"[82,100,100,100,82,82,82,100,100,100,100,100]",1585595060,"Instant answer, Knowledge panel, Local pack, Image, Video Carousel"
fraise des bois,89,84,4400,82.11,0.51,https://www.coupdepates.fr/produit/1-2-cadre-fraise-des-bois-27487,0,0,0.00,0.06,12300000,"[24,36,44,67,100,55,44,36,29,24,24,29]",1585576725,"Knowledge panel, Local pack, Site links"
feuilleté jambon fromage,51,53,3600,83.05,0.00,https://www.coupdepates.fr/produit/feuillete-grillage-jambon-fromage-22023,0,0,0.00,0.01,717000,"[67,81,44,67,44,44,44,54,81,81,100,81]",1585544493,"Image pack, Image, Video Carousel"
coup de pates,1,1,3600,72.2,0.00,https://www.coupdepates.fr/,2880,51.28,0.00,0,975000,"[66,82,82,82,82,66,55,82,100,82,82,100]",1585554122,"Knowledge panel, Image pack, Site links, Video Carousel"
creme frangipane,70,68,3600,88.42,0.69,https://www.coupdepates.fr/produit/mini-fond-sucre-carre-garni-creme-frangipane-22291,0,0,0.00,0,451000,"[6,3,2,2,2,1,2,2,3,4,11,100]",1585590092,"Knowledge panel, Site links, Image, Video Carousel"
coeur coulant chocolat,96,96,3600,86.7,2.49,https://www.coupdepates.fr/produit/mini-coeur-coulant-chocolat-o-30-27924,0,0,0.00,0.03,459000,"[100,82,66,82,55,43,66,66,82,100,82,66]",1585550014,"Image pack, Image, Video Carousel, FAQ"
grappe de raisin,32,36,3600,86.21,0.64,http://www.coupdepates.fr/produit/grappe-de-raisin-surprise-26192,2,0.03,1.00,0.09,520000,"[23,30,30,30,30,36,44,100,81,67,44,54]",1585530854,"Image pack, Video, Video Carousel"
mystérieux,74,82,3600,92.21,0.00,https://www.coupdepates.fr/produit/mysterieux-parfum-cafe-27582,0,0,0.00,0,14600000,"[54,54,54,54,44,54,44,67,81,81,81,100]",1585558854,"Instant answer, Image pack, Video Carousel"
mouna,57,52,3600,82.36,0.00,https://www.coupdepates.fr/produit/mouna-28150,0,0,0.00,0,9560000,"[16,20,100,20,13,13,16,16,20,20,20,24]",1585551730,"Knowledge panel, Site links, Image, Video Carousel, FAQ"
mignonette,36,34,3600,83.74,0.09,https://www.coupdepates.fr/produit/mignonette-de-caille-28014,2,0.03,0.00,1,2000000,"[82,100,100,100,82,55,66,66,66,66,100,82]",1585540825,"Knowledge panel, Image pack, Site links, Image"
entremet 3 chocolat,48,48,3600,83.83,0.00,https://www.coupdepates.fr/produit/entremets-3-chocolats-o-175-22124,1,0.01,0.00,0,748000,"[55,55,55,55,36,36,44,55,82,82,100,55]",1585587680,"Image pack, Image, Video Carousel"
canele,76,78,3600,81.13,0.48,https://www.coupdepates.fr/produit/canele-bouchee-grand-siecle-22159,0,0,0.00,0.01,772000,"[54,54,54,67,54,67,81,81,81,81,100,67]",1585605807,"Knowledge panel, Site links, Video, Image, Video Carousel, FAQ"
pain au raisin,55,58,3600,86.59,0.00,https://www.coupdepates.fr/produit/pain-raisin-prepousse-d-hubert-130-g-18438,0,0,0.00,0.04,12700000,"[54,67,54,54,54,67,67,81,100,81,81,81]",1585521572,"Knowledge panel, Video, Image, Video Carousel"
feuillantine,67,67,3600,87.05,0.33,https://www.coupdepates.fr/produit/feuillantine-chocolat-individuel-27941,0,0,0.00,0.02,186000,"[67,44,36,36,23,36,30,36,44,54,100,44]",1585530463,"Knowledge panel, Image, Video Carousel"
tempura crevette,36,36,3600,85.27,0.00,https://www.coupdepates.fr/produit/crevette-tempura-aux-saveurs-d-asie-26344,0,0,0.00,0.01,826000,"[66,82,66,82,66,82,82,82,82,82,100,82]",1585522753,"Image pack, Image, Video Carousel"
daim chocolat,38,39,3600,84.96,0.34,https://www.coupdepates.fr/produit/tartelette-chocolat-aux-eclats-de-daim-o-100-27122,2,0.03,0.00,0.75,1280000,"[36,55,55,67,44,44,55,55,55,82,100,67]",1585544403,"Knowledge panel, Image, Video Carousel, People also ask"
fond de tarte,43,43,2900,88.07,0.18,https://www.coupdepates.fr/produit/fond-de-tarte-sucre-o-220-27146,0,0,0.00,0.94,14100000,"[55,82,82,100,82,55,82,66,82,66,66,55]",1585584170,"Image pack, Image, Video Carousel"
chausson au pomme,74,70,2900,89.2,0.00,http://www.coupdepates.fr/produit/chausson-pomme-avec-morceaux-100-g-25139,0,0,0.00,0.01,4800000,"[44,100,44,44,30,30,35,54,81,81,54,81]",1585600012,"Knowledge panel, Image, Video Carousel"
brownie chocolat noix,39,33,2900,88.19,4.33,http://www.coupdepates.fr/produit/brownie-chocolat-noix-de-pecan-25036,2,0.03,8.00,0,3600000,"[82,100,16,13,11,13,13,8,16,16,11,8]",1585584281,"Video, Image, Video Carousel"
oeuf miroir,52,46,2900,82.67,0.00,https://www.coupdepates.fr/produit/mini-oeuf-miroir-834555,0,0,0.00,0.02,1010000,"[55,66,66,66,55,82,100,55,82,82,82,66]",1585558835,"Knowledge panel, Image, Video Carousel"
petit pain,25,29,2900,82.72,0.00,https://www.coupdepates.fr/produit/petit-pain-solene-29610,4,0.07,0.00,0.06,216000000,"[55,66,55,82,55,66,66,66,82,82,100,100]",1585594903,"Knowledge panel, Local pack, Image pack, Image, Video Carousel"
glace royale,75,79,2900,82.08,0.00,http://www.coupdepates.fr/produit/sacristain-glace-royale-25168,0,0,0.00,0.02,7520000,"[24,24,19,19,16,10,10,13,36,55,100,19]",1585576732,"Knowledge panel, Video, Image, Video Carousel"
quiche tomate,85,83,2900,90.31,0.00,https://www.coupdepates.fr/produit/quiche-chevre-tomate-le-tourier-precuite-o-250-26570,0,0,0.00,0,14600000,"[15,24,29,44,44,55,67,100,55,29,20,20]",1585602242,"Image pack, Image, Video Carousel"
crevette tempura,54,54,2900,85.85,0.00,https://www.coupdepates.fr/produit/crevette-tempura-aux-saveurs-japonaises-26340,0,0,0.00,0.02,684000,"[67,67,67,67,67,81,81,67,81,81,100,81]",1585522936,"Image pack, Image, Video Carousel"
petits fours,33,32,2900,86.62,0.69,https://www.coupdepates.fr/produit/petits-fours-sucres-27427,2,0.03,1.00,0.25,15500000,"[23,30,23,30,30,23,23,36,36,44,100,36]",1585569511,"Knowledge panel, Site links, Image, Video Carousel"
biseau,48,0,2900,93.74,0.00,https://www.coupdepates.fr/produit/le-biseau-du-fournil-824814,0,0,0.00,0,1120000,"[66,66,66,66,66,66,55,82,82,82,82,100]",1585547920,"Instant answer, Knowledge panel, Video Carousel"
cookies salés,96,0,2900,88.18,0.00,https://www.coupdepates.fr/produit/mini-cookies-sales-au-chorizo-835392,0,0,0.00,0.01,6850000,"[35,44,54,54,54,44,44,44,54,54,100,44]",1585522758,"Image pack, Image, Video Carousel"
pain kebab,92,91,2900,78.65,1.01,https://www.coupdepates.fr/produit/mini-pain-pita-pour-kebab-o-60-825765,0,0,0.00,0.2,7090000,"[67,67,67,81,67,67,67,67,81,81,67,100]",1585548169,"Image pack, Video, Image, Video Carousel"
quiche chevre,79,0,2900,85.1,0.00,https://www.coupdepates.fr/produit/quiche-chevre-tomate-le-tourier-precuite-o-250-26570,0,0,0.00,0.01,552000,"[100,100,83,100,83,83,83,100,100,100,100,100]",1585523012,"Image pack, Image"
quiche tomate chevre,36,0,2900,81.82,0.00,https://www.coupdepates.fr/produit/quiche-chevre-tomate-le-tourier-o-120-26328,0,0,0.00,0,556000,"[36,43,55,66,66,82,100,100,66,43,36,43]",1585537262,"Image, Video Carousel"
nata,36,34,2900,85.73,0.00,https://www.coupdepates.fr/produit/pastel-de-nata-o-60-27156,2,0.03,0.00,0.02,104000000,"[67,67,67,81,67,81,100,81,81,81,81,67]",1585602005,"Instant answer, Knowledge panel, Local pack, Site links, Image, Video Carousel, FAQ"
confiture bonne maman,46,43,2400,82.08,0.43,https://www.coupdepates.fr/actualite/croissant-a-la-confiture-bonne-maman-et-si-vous-retombiez-en-enfance,0,0,0.00,1,1170000,"[66,66,55,66,83,83,100,83,100,100,83,100]",1585589329,"Image pack, Site links, Image, Video Carousel"
cookie aux pépites de chocolat,62,63,2400,86.18,1.06,http://www.coupdepates.fr/produit/cookies-aux-pepites-de-chocolat-451101,0,0,0.00,0.05,6080000,"[83,83,66,83,55,45,55,55,100,100,100,100]",1585594721,"Knowledge panel, Image pack, Image, Video Carousel"
o pizza,54,51,2400,77.1,1.03,https://www.coupdepates.fr/produit/disque-de-pate-a-pizza-o-270-22092,0,0,0.00,0.02,1470000000,"[66,83,83,83,83,83,83,100,100,100,100,100]",1585537340,"Local pack, Image pack, Image, Video Carousel"
coulis fruits rouges,32,32,2400,87.41,0.00,http://www.coupdepates.fr/produit/sunday-coulis-fruits-rouges-30057,1,0.01,0.00,0.25,3200000,"[43,43,43,55,55,66,55,43,43,43,100,36]",1585245709,"Video, Image, Video Carousel"
fripon,88,88,2400,90.1,0.00,https://www.coupdepates.fr/produit/fripons-en-aumonieres-26286,0,0,0.00,0,490000,"[66,83,66,83,66,66,66,100,83,100,83,100]",1585264417,"Instant answer, Knowledge panel, Image pack, Site links, Video Carousel"
croustade aux pommes,85,85,2400,85.78,0.00,https://www.coupdepates.fr/produit/croustade-aux-pommes-plaque-600-x-400-mm-28423,0,0,0.00,0,278000,"[55,55,43,55,36,16,66,43,55,100,55,55]",1585115885,"Knowledge panel, Image pack, Video, Image, Video Carousel"
croix de savoie,65,62,2400,76.42,0.38,https://www.coupdepates.fr/produit/croix-de-savoie-a-la-creme-patissiere-22161,0,0,0.00,0.02,11200000,"[44,100,36,36,36,53,67,53,81,81,81,81]",1585552531,"Knowledge panel, Image pack, Image, Video Carousel, FAQ"
pate a croissant,80,79,2400,87.45,0.43,https://www.coupdepates.fr/produit/croissant-beurre-fin-70-g-25119,0,0,0.00,0.06,1840000,"[55,55,43,43,30,23,43,55,100,82,55,82]",1585526647,"Image pack, Image, Video Carousel"
coulis de fruits rouges,87,87,2400,87.31,0.00,http://www.coupdepates.fr/produit/sunday-coulis-fruits-rouges-30057,0,0,0.00,0.16,2860000,"[53,67,53,67,67,81,81,53,67,67,100,53]",1585251368,"Image pack, Image, Video Carousel"
europain,28,26,2400,79.69,3.67,https://www.coupdepates.fr/actualite/200107_Europain,0,0,2.00,0.02,9140000,"[2,2,2,3,3,3,3,7,10,16,24,100]",1585522265,"Knowledge panel, Image pack, Site links, Video Carousel"
feuilleté jambon,76,76,2400,84.32,0.00,https://www.coupdepates.fr/produit/feuillete-grillage-jambon-fromage-22023,0,0,0.00,0,794000,"[53,53,67,81,44,36,44,67,67,67,100,81]",1585073030,"Image pack, Image, Video Carousel"
tartelette citron,52,52,2400,89.87,0.00,https://www.coupdepates.fr/produit/tartelette-citron-meringuee-o-100-27435,0,0,0.00,0.01,782000,"[81,100,67,81,53,44,53,53,81,81,100,67]",1585400667,"Knowledge panel, Image, Video Carousel"
solene,92,92,2400,82.51,0.00,https://www.coupdepates.fr/produit/pain-solene-29138,0,0,0.00,0.07,7730000,"[79,100,100,100,100,100,100,100,100,100,100,100]",1585217104,"Image pack, Site links, Video Carousel, FAQ"
rhum negrita,65,0,2400,75.75,0.29,https://www.coupdepates.fr/produit/crepe-fine-sucree-au-rhum-negrita-o-270-pliee-en-quatre-25514,0,0,0.00,0.99,116000,"[67,53,44,44,44,53,67,53,67,67,81,100]",1585533637,"Image pack, Site links, Image"
bavarois fruits rouges,67,67,2400,82.75,0.00,https://www.coupdepates.fr/produit/bavarois-individuel-fruits-rouges-o-70-27778,0,0,0.00,0,345000,"[53,53,53,53,53,53,53,53,67,67,100,44]",1585249103,"Image pack, Image, Video Carousel"
gateau chocolat noisette,70,70,2400,87.07,0.00,https://www.coupdepates.fr/produit/gateau-chocolat-noisette-predecoupe-o-285-22204,0,0,0.00,0.01,1370000,"[67,81,53,53,44,36,44,81,100,100,67,67]",1585282079,"Image pack, Image, Video Carousel"
gauffre liegoise,40,34,2400,86.85,0.62,https://www.coupdepates.fr/produit/gaufre-liegeoise-25999,1,0.01,1.00,0.01,50800,"[7,7,5,7,5,6,11,81,54,44,67,100]",1585583971,"Knowledge panel, Site links, Image, Video Carousel"
chocolat milka,67,69,2400,81.93,0.19,https://www.coupdepates.fr/produit/tartelette-chocolat-milka-o-100-27002,0,0,0.00,0.95,1460000,"[53,53,67,44,36,44,53,67,81,100,100,81]",1585522765,"Knowledge panel, Site links, Video, Image, Video Carousel"
charcutier,40,40,1900,84.2,0.94,https://www.coupdepates.fr/produit/canapes-charcutier-22259,1,0.01,1.00,0.01,2250000,"[55,45,55,45,45,66,66,66,83,83,100,83]",1585126810,"Knowledge panel, Local pack, Site links, Video Carousel"
sole au four,97,97,1900,82.62,0.00,https://www.coupdepates.fr/produit/baguette-precuite-sur-four-a-sole-220-g-29139,0,0,0.00,0,539000000,"[100,100,83,66,45,45,55,55,55,66,66,66]",1585202473,"Image pack, Image, Video Carousel"
imperatrice,71,71,1900,88.86,0.00,https://www.coupdepates.fr/produit/dome-imperatrice-27273,0,0,0.00,0.01,5350000,"[67,79,79,67,100,79,79,79,79,79,100,100]",1585231168,"Instant answer, Knowledge panel, Site links, Video Carousel"
ballotin,85,85,1900,76.52,0.14,http://www.coupdepates.fr/produit/ballotin-de-chocolats-27090,0,0,0.00,0.81,820000,"[30,30,36,30,20,23,23,30,43,66,100,43]",1585371794,"Knowledge panel, Site links, Featured snippet"
resto rapide,93,93,1900,87.19,0.82,https://www.coupdepates.fr/restauration-rapide,0,0,0.00,0.07,241000000,"[67,67,79,79,79,100,100,79,79,79,79,79]",1585299596,"Local pack, Top stories, Site links, Video Carousel"
