Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
crème brûlée,73,70,14800,87.52,0.37,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/debic/appareil-creme-brulee,0,0,0.00,0.03,17100000,"[100,100,82,82,55,55,67,67,100,100,100,100]",1585563215,"Knowledge panel, Image, Video Carousel"
commande,81,0,14800,95.02,0.52,https://www.transgourmet.fr/livraison/transgourmet/nos-services/services-en-ligne/commande-en-ligne,0,0,0.00,0.07,349000000,"[67,82,82,82,67,82,67,82,100,100,100,100]",1585537409,"Instant answer, Knowledge panel, Top stories, Site links, Video Carousel"
blanc de poulet,79,80,14800,90.9,0.11,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/madrange/blanc-de-poulet,0,0,0.00,0.06,39600000,"[67,82,82,82,67,67,82,82,100,82,82,100]",1585541044,"Image pack, Site links, Image, Video Carousel"
sodebo,73,82,14800,86.92,0.17,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/sodebo,0,0,0.00,0.11,483000,"[55,82,67,67,100,82,55,100,82,67,55,67]",1585587948,"Knowledge panel, Image pack, Site links, Video Carousel, FAQ"
magasin alimentaire,22,20,14800,87.12,3.05,https://www.transgourmet.fr/cash-carry/nos-services/votre-magasin,22,0.07,67.00,0.01,49200000,"[45,55,67,67,82,100,100,82,67,55,55,55]",1585523038,"Local pack, Top stories"
glacage miroir,85,80,14800,78.65,0.14,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/ancel/glacage-miroir-noir-chaud,0,0,0.00,0.13,257000,"[45,30,24,20,16,11,13,20,37,45,100,20]",1585551600,"Image pack, Video, Image, Video Carousel"
siège social,68,67,12100,78.74,1.54,https://www.transgourmet.fr/le-groupe/nous-connaitre/implantations/transgourmet-france-siege-social,0,0,0.00,0,137000000,"[45,45,45,55,55,67,55,82,100,82,67,82]",1585544465,"Knowledge panel, Local pack, Site links, People also ask, FAQ"
creme fraiche,78,78,12100,89.96,0.38,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/grand-fermage/creme-fraiche-epaisse-30-mg,0,0,0.00,0.97,45000000,"[55,67,67,67,67,82,82,82,100,82,100,100]",1585547918,"Knowledge panel, Site links, Image, Video Carousel, People also ask"
fuze tea,41,41,12100,79.5,1.04,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/fuze-tea,0,0,0.00,0.55,2630000,"[55,55,55,55,67,100,100,67,67,55,55,55]",1585553851,"Image pack, Video Carousel"
fanta,61,73,12100,86.03,0.37,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/fanta/fanta-orange,0,0,0.00,0.08,53100000,"[45,67,82,67,67,82,100,82,100,100,82,100]",1585584593,"Knowledge panel, Image pack, Site links, Video Carousel"
sauce tartare,94,0,12100,88.34,0.60,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/gyma/sauce-tartare,0,0,0.00,0.06,25700000,"[82,100,100,82,82,82,100,82,82,100,100,100]",1585580524,"Knowledge panel, Image, Video Carousel"
sucre semoule,41,40,12100,88.45,0.00,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/beghin-say/sucre-semoule-patissiere-400-sac-de-25-kg,3,0.01,0.00,0.04,4940000,"[55,55,45,55,45,45,45,45,67,67,100,67]",1585580634,"Knowledge panel, Image, People also ask"
omnivore,58,51,12100,82.8,0.00,https://www.transgourmet.fr/actualites-et-evenements/actualites/transgourmet-vous-donne-rendez-vous-au-festival-omnivore,1,0,0.00,0,3690000,"[82,100,55,67,55,45,55,55,55,67,67,82]",1585584337,"Instant answer, Knowledge panel, Site links, Video Carousel, People also ask"
valenton,41,38,9900,88.05,0.00,https://www.transgourmet.fr/le-groupe/nous-connaitre/implantations/transgourmet-idf-valenton,0,0,0.00,0,1130000,"[45,45,45,100,55,45,36,45,45,82,45,55]",1585568413,"Knowledge panel, Top stories, Image pack, Site links, FAQ"
babybel,63,64,9900,82.31,1.22,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/babybel/mini-babybel-jaune-lemmental-25-mg,0,0,0.00,0.02,1680000,"[45,55,55,67,100,100,67,67,82,67,55,67]",1585537375,"Knowledge panel, Site links, Video, Image, Video Carousel, People also ask"
oeuf de lompe,97,0,9900,81.36,0.26,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/la-barre/oeufs-de-lompe-rouges,0,0,0.00,0.26,137000,"[7,7,7,7,6,7,9,7,9,16,100,24]",1585584079,"Knowledge panel, Site links, Video, Image, Video Carousel"
cristaline,54,51,9900,89.2,0.43,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/cristaline,0,0,0.00,0.6,1390000,"[45,55,100,55,67,100,67,67,67,55,55,67]",1585580427,"Knowledge panel, Site links, Video Carousel"
wissous,38,36,9900,86.63,0.00,https://www.transgourmet.fr/le-groupe/nous-connaitre/implantations/transgourmet-idf-wissous,0,0,0.00,0,1040000,"[82,82,82,82,82,82,67,100,100,100,82,100]",1585576829,"Knowledge panel, Site links, FAQ"
sauce vinaigrette,83,85,8100,86.86,0.47,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/saveurs-et-sauces/sauce-vinaigrette-allegee-bio,0,0,0.00,0.01,23000000,"[67,82,82,100,100,100,82,55,55,55,55,67]",1585547816,"Knowledge panel, Image, Video Carousel"
tomates concassées,71,71,8100,84.05,0.23,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/victoria/tomates-concassees,0,0,0.00,0.77,411000,"[45,36,36,36,45,45,55,82,82,67,67,100]",1585519409,"Image pack, Featured snippet, Image, Video Carousel, People also ask"
sauce armoricaine,31,32,8100,76.95,0.45,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/basso-traiteur/sauce-armoricaine,5,0.01,2.00,0.03,115000,"[16,16,16,16,11,13,16,16,16,24,100,24]",1585580543,"Knowledge panel, Site links, Image, Video Carousel"
bof,25,27,8100,91.66,21.94,https://www.transgourmet.fr/livraison/transgourmet/nos-produits/cremerie-bof,12,0.04,266.00,0,98,"[82,82,67,67,82,82,67,100,100,82,82,100]",1585562747,"Image pack, Site links, FAQ"
boulangerie angers,86,81,8100,78.31,0.37,https://www.transgourmet.fr/,0,0,0.00,0.01,3410000,"[45,55,55,55,55,55,67,67,67,82,100,82]",1585584156,"Local pack, Image pack"
bp sud,61,0,8100,84.84,0.00,https://www.transgourmet.fr/le-groupe/nous-connaitre/implantations/transgourmet-bp-alsace-sud,0,0,0.00,0,114000000,"[100,100,100,100,100,100,81,100,100,100,100,100]",1585595002,"Local pack, Image pack, Site links, Video Carousel, FAQ"
twix,69,70,8100,87.06,0.18,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/twix/twix-top-biscuits-piece-de-21-g,0,0,0.00,0.58,12300000,"[67,82,67,67,67,67,67,82,100,100,82,100]",1585567595,"Knowledge panel, Image, Video Carousel"
tropico,73,77,8100,89.53,0.79,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/tropico/tropico-tropical,0,0,0.00,0.64,17500000,"[55,67,67,67,100,100,100,100,82,82,82,82]",1585575414,"Top stories, Image pack, Video, Video Carousel"
boulangerie dijon,89,94,6600,83.26,0.38,https://www.transgourmet.fr/,0,0,0.00,0.01,3370000,"[44,55,55,55,55,67,82,67,82,82,100,82]",1585569686,"Local pack, Image pack, Video Carousel"
boulangerie tours,95,0,6600,79.16,1.00,https://www.transgourmet.fr/,0,0,0.00,0.01,12700000,"[54,67,54,67,67,67,81,81,81,100,100,81]",1585569683,"Local pack, Image pack, Image, Video Carousel, FAQ"
charal,73,75,6600,89.51,0.22,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/charal,0,0,0.00,0.05,95,"[81,81,67,81,67,67,54,81,100,100,67,81]",1585605581,"Knowledge panel, Local pack, Image pack, Site links, AdWords top, Video Carousel"
le meilleur,44,44,6600,91.15,0.00,https://www.transgourmet.fr/le-groupe/partager-le-meilleur,1,0,0.00,0.03,592000000,"[30,55,100,36,36,30,30,30,45,45,36,45]",1585530055,"Knowledge panel, Site links, Video, Video Carousel, FAQ"
tropicana,57,47,6600,84.08,0.32,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/tropicana,0,0,0.00,0.04,43000000,"[36,45,45,55,100,67,55,45,45,45,36,45]",1585605749,"Knowledge panel, Local pack, Image pack, Site links, Video, Video Carousel"
confiserie,66,69,6600,78.44,0.16,https://www.transgourmet.fr/livraison/transgourmet/nos-produits/confiserie,0,0,0.00,0.15,13400000,"[55,67,67,55,55,67,67,67,82,82,100,82]",1585580388,"Knowledge panel, Local pack, Top stories, Site links, FAQ"
gourmet,50,98,6600,90.51,0.75,https://www.transgourmet.fr/,1,0,1.00,0.04,701000000,"[67,67,67,55,55,67,67,82,82,100,100,82]",1585566135,"Instant answer, Local pack, Image pack"
gaspillage alimentaire,90,96,5400,86.59,2.36,https://www.transgourmet.fr/le-groupe/notre-demarche-responsable/nous-luttons-contre-le-gaspillage-alimentaire,0,0,0.00,0.06,5320000,"[55,67,55,55,36,24,19,55,100,100,67,100]",1585573464,"Knowledge panel, Top stories, Site links, Video, Video Carousel"
miko,10,10,5400,83.89,0.60,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/miko,32,0.11,19.00,0.01,45800000,"[44,54,54,54,81,100,81,54,67,67,54,67]",1585591174,"Knowledge panel, Local pack, Site links, Tweet, Video Carousel"
bouchee a la reine,65,66,5400,91.01,0.00,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/basso-traiteur/garniture-bouchee-reine,0,0,0.00,0.01,54600,"[55,55,55,30,16,16,20,30,45,45,100,45]",1585547916,"Knowledge panel, Image, Video Carousel"
bisque de homard,48,49,5400,87.28,0.60,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/liebig/bisque-de-homard,1,0,0.00,0.84,350000,"[20,20,20,20,13,20,24,20,24,30,100,36]",1585576372,"Image pack, Site links, Image, Video Carousel"
bistronomique,61,59,5400,83.6,0.17,https://www.transgourmet.fr/livraison/transgourmet/votre-metier/restauration-commerciale/restauration-gastronomique-et-bistronomique,0,0,0.00,0.03,1020000,"[100,100,82,82,55,55,55,67,82,67,67,82]",1585573257,"Instant answer, Local pack, Image pack"
rollmops,88,91,5400,84.47,0.00,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/la-barre/rollmops,0,0,0.00,0.04,2010000,"[82,67,67,67,67,67,82,67,82,82,82,100]",1585572230,"Knowledge panel, Image, Video Carousel"
cemoi,42,38,5400,92.54,0.12,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/cemoi,0,0,0.00,0.04,673000,"[44,44,67,36,36,29,29,36,55,67,100,67]",1585558970,"Knowledge panel, Local pack, Top stories, Image pack, Site links, AdWords top, Video Carousel, FAQ"
coloriage automne,93,95,5400,81.26,0.00,https://www.transgourmet.fr/,0,0,0.00,0,93,"[0,0,0,0,1,2,5,67,100,45,3,2]",1585567657,"Image pack, Video Carousel"
laplace,28,28,5400,80.14,0.00,https://www.transgourmet.fr/le-groupe/nous-connaitre/implantations/transgourmet-laplace,8,0.02,0.00,0,20000000,"[81,100,100,100,81,81,67,100,100,100,100,100]",1585522744,"Knowledge panel, Local pack, Site links, Video, Video Carousel, FAQ"
boulangerie grenoble,90,0,5400,79.37,0.40,https://www.transgourmet.fr/,0,0,0.00,0.01,5280000,"[81,81,81,100,81,100,100,100,100,100,100,100]",1585600958,"Local pack, Image pack, Site links, Video Carousel"
muffin nature,37,35,4400,86.14,6.87,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/jacquet/muffin-nature-tranche,3,0.01,21.00,0.01,13800000,"[81,100,100,100,67,54,67,67,100,100,81,81]",1585602500,"Image pack, Site links, Video, Image, Video Carousel"
pain hamburger,74,74,4400,87.44,0.54,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/harrys/pain-hamburger-au-sesame,0,0,0.00,0.76,21000000,"[55,67,55,100,55,55,67,55,67,67,67,67]",1585595007,"Image pack, Image, Video Carousel"
scamorza fumée,45,43,4400,82.69,0.42,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/ambrosi/scamorza-fumee-liee-piece-de-300-g,1,0,0.00,0.02,39000,"[67,82,82,55,36,82,100,55,67,82,67,82]",1585545798,"Knowledge panel, Image, Video Carousel"
sauce caesar,37,58,4400,86.34,0.18,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/gyma/sauce-caesar,3,0.01,0.00,0.05,111000000,"[36,44,54,67,100,100,67,36,30,30,30,36]",1585563238,"Image pack, Image, Video Carousel"
boulanger laval,81,89,4400,93.23,0.45,https://www.transgourmet.fr/,0,0,0.00,0.01,86,"[29,29,29,36,36,55,82,82,67,82,100,82]",1585558898,"Knowledge panel, Image pack, Video Carousel, FAQ"
gerblé,61,62,4400,81.42,0.16,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/gerble,0,0,0.00,0.89,85,"[67,100,100,67,67,67,54,81,100,81,54,81]",1585603215,"Knowledge panel, Site links, Image, Shopping ads, Video Carousel"
creme dessert,65,68,4400,90.71,3.31,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/mont-blanc/creme-dessert-au-chocolat,0,0,0.00,0.18,284000000,"[81,100,67,67,54,54,54,67,100,100,67,81]",1585587100,"Knowledge panel, Site links, Image, Video Carousel"
eau cristaline,50,49,4400,88.07,1.47,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/cristaline/eau-de-source-cristaline-au-jus-de-fruits-fraise,1,0,1.00,0.85,324000,"[20,24,100,36,36,45,36,30,30,24,30,30]",1585577199,"Knowledge panel, Site links, Video, Shopping ads, Video Carousel"
usine center velizy,92,93,4400,83.66,0.00,https://www.transgourmet.fr/,0,0,0.00,0,96,"[67,54,54,67,81,100,67,67,100,100,81,100]",1585569545,"Local pack, Image pack, Site links, Video, FAQ"
boulangerie rouen,82,78,4400,84.76,0.32,https://www.transgourmet.fr/,0,0,0.00,0.01,99,"[54,67,67,67,67,67,81,81,81,81,100,81]",1585580453,"Local pack, Image pack, Video Carousel"
kebab halal,8,9,4400,81.25,0.60,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/france-kebab/lamelles-de-kebab-volaille-roties-halal-sachet,132,0.46,79.00,0.01,42400000,"[44,55,67,29,67,82,100,67,82,67,67,67]",1585547924,"Local pack, Image pack, Video, Video Carousel"
curry vert,93,95,4400,84.94,0.22,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/thai-kitchen/pate-de-curry-vert-vegan,0,0,0.00,0.93,19900000,"[67,67,67,67,55,55,67,67,82,82,67,100]",1585533756,"Knowledge panel, Site links, Image, Video Carousel"
agnolotti,47,41,3600,75.51,0.00,https://www.transgourmet.fr/actualites-et-evenements/recettes/agnolotti-de-champignons-et-cremalba-emulsion-de-foie-gras,1,0,0.00,0,11000000,"[82,82,66,66,66,100,100,100,100,100,100,100]",1585573299,"Knowledge panel, Image, Video Carousel"
sauce kebab,74,77,3600,82.7,0.21,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/gyma/sauce-kebab,0,0,0.00,0.03,71300000,"[66,82,82,82,66,66,66,66,82,66,66,100]",1585522738,"Image pack, Image, Video Carousel, People also ask"
maitre coq,26,26,3600,86.91,0.00,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/maitre-coq-pro,1,0,0.00,0.07,1120000,"[67,67,36,55,67,36,24,29,82,100,44,36]",1585544256,"Knowledge panel, Image pack, Site links, Video Carousel"
m&m's crispy,29,26,3600,82.97,0.26,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/mms/mms-crispy,5,0.01,1.00,0.94,1290000,"[81,100,81,54,30,30,35,44,67,81,54,54]",1585544645,"Image pack, Image, Video Carousel"
andouillette 5a,53,86,3600,71.22,0.00,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/amand-terroir/andouillette-5a-piece-de-190-g-barquette-de-3,0,0,0.00,0.01,157000,"[55,66,82,82,82,100,100,82,82,82,66,66]",1585533894,"Knowledge panel, Site links, Image, Video Carousel"
matfer,23,24,3600,77.34,0.15,https://www.transgourmet.fr/livraison/transgourmet/nos-services/matfer-service-plus,1,0,0.00,0.2,4300000,"[82,100,82,82,66,66,55,82,82,100,100,100]",1585580433,"Local pack, Image pack, Site links, Video Carousel"
pain de campagne,64,66,3600,86.68,0.00,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/bridor/pain-de-campagne-precuit-sur-sole,0,0,0.00,0.01,27100000,"[66,66,55,66,55,66,82,82,100,100,100,100]",1585569733,"Knowledge panel, Image, Video Carousel, People also ask"
jus de tomate,77,80,3600,84.87,0.28,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/plein-fruit/jus-de-tomate-plein-fruit,0,0,0.00,0.85,19300000,"[44,54,54,54,67,81,100,100,67,44,44,67]",1585558796,"Knowledge panel, Site links, Image, Video Carousel, People also ask"
filet de canette,83,85,3600,86.39,0.00,https://www.transgourmet.fr/actualites-et-evenements/recettes/filet-de-canette-roti-aux-epices-navet-boule-dor-bio-au-curry-et,0,0,0.00,0.01,390000,"[54,54,54,54,67,81,100,81,81,81,100,81]",1585598764,"Image pack, Video, Image, Video Carousel, People also ask"
mediatheque narbonne,94,0,3600,77.75,0.00,https://www.transgourmet.fr/,0,0,0.00,0,1130000,"[66,82,66,82,66,82,66,82,82,82,82,100]",1585589944,"Knowledge panel, Image pack, Site links, Video Carousel"
sauce americaine,85,85,3600,85.82,0.16,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/basso-traiteur/sauce-armoricaine,0,0,0.00,0.06,330000,"[30,36,36,36,30,36,36,30,36,44,100,44]",1585548038,"Knowledge panel, Image, Video Carousel"
grossiste alimentaire,9,9,3600,71.17,0.66,https://www.transgourmet.fr/livraison/transgourmet/nos-services/services-en-ligne,108,0.37,71.00,0.5,4680000,"[54,67,81,81,67,67,54,81,81,67,67,100]",1585601918,"Local pack, Image pack, Site links, Video"
e quilibre,16,15,3600,77.01,0.21,https://www.transgourmet.fr/livraison/transgourmet/nos-services/services-en-ligne/e-quilibre,18,0.06,3.00,0.14,18100000,"[100,82,55,55,44,36,36,36,44,55,55,67]",1585539385,"Image pack, Site links, Video Carousel, People also ask, FAQ"
boulanger nice,90,0,3600,92.69,0.05,https://www.transgourmet.fr/,0,0,0.00,0.04,99,"[44,44,44,54,54,67,67,67,54,81,100,81]",1585563873,"Knowledge panel, Image pack, Video Carousel"
krema,48,49,3600,83.37,0.20,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/carambar/krema-regalad,1,0,0.00,0.78,15900000,"[44,81,54,81,54,54,54,44,100,100,81,81]",1585602072,"Image pack, Site links, Video, Image, Video Carousel"
sucre cristal,58,55,3600,83.07,0.14,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/beghin-say/sucre-cristal-ndeg2-600,0,0,0.00,0.71,8820000,"[54,54,44,67,67,67,100,81,100,81,100,81]",1585591473,"Image pack, Image, Video Carousel, People also ask"
andouille de vire,89,88,3600,72.95,0.00,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/amand-terroir/andouille-de-vire-entiere-piece-de-18-kg,0,0,0.00,0.02,127000,"[44,54,67,67,54,67,100,67,81,81,67,67]",1585573088,"Knowledge panel, Local pack, Site links, Image, Video Carousel"
bridor,31,30,3600,87.7,0.07,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/bridor,0,0,0.00,0,481000,"[44,44,55,44,44,44,36,55,100,55,44,67]",1585540445,"Knowledge panel, Local pack, Image pack, Site links, Video, Video Carousel, FAQ"
restauration collective,78,83,3600,72.82,0.11,https://www.transgourmet.fr/livraison/transgourmet/votre-metier/restauration-collective,0,0,0.00,0.06,152000000,"[82,82,82,66,66,66,55,100,100,100,82,100]",1585584133,"Knowledge panel, Local pack, Featured snippet, Video Carousel"
hotel gap,82,86,3600,73.53,0.81,https://www.transgourmet.fr/,0,0,0.00,0.59,285000000,"[67,44,54,54,67,81,100,54,54,44,67,100]",1585573466,"Image pack, Hotels Pack, FAQ"
lays chips,53,56,2900,77.66,0.25,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/lays/chips-lays-saveur-poulet-roti,0,0,0.00,0.93,13600000,"[43,66,55,55,82,100,82,66,82,82,82,82]",1585559096,"Knowledge panel, Site links, Image, Video Carousel"
conchiglie,81,82,2900,89.32,0.00,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/barilla/conchiglie-rigatte-sac-de-5-kg,0,0,0.00,0.03,5870000,"[67,100,81,100,100,100,100,81,81,81,67,81]",1585581537,"Knowledge panel, Image, Video Carousel, FAQ"
sauce choron,87,85,2900,82.32,0.00,https://www.transgourmet.fr/actualites-et-evenements/recettes/filet-de-lieu-noir-de-mer-du-nord-etuvee-de-poireaux-aux-amandes,0,0,0.00,0,102000,"[81,81,81,100,67,81,67,81,81,81,81,81]",1585605851,"Knowledge panel, Featured snippet, Image, Video Carousel"
aubergine grillée,39,37,2900,83.92,0.34,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/medusa/aubergine-grillee-barquette-de-1-kg,2,0,0.00,0.03,7580000,"[24,35,44,54,67,81,100,67,44,30,19,24]",1585551465,"Image pack, Image, Video Carousel"
minute maid,67,64,2900,81.34,0.20,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/minute-maid/minute-maid-orange,0,0,0.00,0.59,87700000,"[43,55,43,43,55,55,55,55,66,100,100,100]",1585594837,"Knowledge panel, Image pack, Site links, Video Carousel"
boulangerie la rochelle,80,86,2900,89.84,0.00,https://www.transgourmet.fr/,0,0,0.00,0,95,"[43,55,55,55,66,66,100,66,66,66,55,66]",1585587518,"Local pack, Image pack, Site links, Video Carousel"
societe generale strasbourg,87,85,2900,88.36,0.00,https://www.transgourmet.fr/,0,0,0.00,0,92,"[53,53,67,81,67,81,81,100,100,100,81,100]",1585555116,"Local pack, Image pack, Site links, FAQ"
creme dessert chocolat,82,82,2900,88.39,0.00,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/mont-blanc/creme-dessert-au-chocolat,0,0,0.00,0.03,263000000,"[81,100,81,81,53,44,53,81,100,100,67,81]",1585580780,"Knowledge panel, Site links, Image, Video Carousel"
garniture pizza,62,59,2900,86.08,0.16,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/louis-martin/garniture-pizza,0,0,0.00,0.05,2490000,"[83,100,83,100,83,100,100,100,100,100,83,100]",1585526262,"Image pack, Image, Video Carousel"
la pizza de nico,76,0,2900,81.93,0.92,https://www.transgourmet.fr/,0,0,0.00,0.01,89,"[67,81,67,67,67,67,81,81,100,100,100,100]",1585605858,"Local pack, Image pack, Site links, Video, Video Carousel"
culinaire,74,75,2900,91.71,0.00,https://www.transgourmet.fr/solutions-professionnelles/transgourmet-academie/expertise-culinaire-0,0,0,0.00,0.01,26100000,"[81,100,81,81,67,67,67,81,81,81,81,100]",1585533700,"Instant answer, Knowledge panel, Image pack, Video Carousel, FAQ"
poulet fermier,61,60,2900,73.55,0.44,https://www.transgourmet.fr/le-poulet-fermier-dargoat-un-poulet-heureux,0,0,0.00,0.97,3290000,"[55,66,55,66,55,66,82,82,82,82,100,82]",1585533635,"Local pack, Image pack, Site links, Image, Video Carousel, People also ask"
moutarde de dijon,76,72,2900,75.29,0.43,https://www.transgourmet.fr/livraison/transgourmet/nos-partenaires/heinz/moutarde-de-dijon,0,0,0.00,1,1520000,"[23,30,44,30,30,36,36,36,36,100,36,44]",1585540916,"Knowledge panel, Image, Video Carousel, People also ask"
ce idf,49,51,2900,71.76,0.00,https://www.transgourmet.fr/le-groupe/nous-connaitre/implantations/transgourmet-idf-valenton,0,0,0.00,0,36800000,"[81,81,81,81,81,81,67,81,100,81,81,100]",1585605606,Site links
