Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
ciabatta,37,21,5400,85.51,0.00,https://www.neuhauser.fr/produits/ciabatta/51,3,0.09,0.00,0.01,18500000,"[67,82,67,82,82,82,100,82,100,82,82,82]",1585580369,"Knowledge panel, Site links, Image, Video Carousel"
brioche tressée,63,42,5400,83.03,0.00,https://www.neuhauser.fr/produits/brioche-tressee-nature/199,0,0,0.00,0.02,272000,"[82,82,67,67,44,44,55,67,100,100,82,100]",1585548292,"Knowledge panel, Image pack, Site links, Image, Video Carousel"
pain nordique,27,23,4400,79.78,0.00,https://www.neuhauser.fr/produits/pain-nordique/246,6,0.19,0.00,0.04,1310000,"[24,29,29,36,29,36,36,100,67,55,55,82]",1585544048,"Knowledge panel, Image pack, Video, Image, Video Carousel"
poids d une baguette,67,64,4400,84.28,0.00,https://www.neuhauser.fr/produits/baguette-blanche-64-cm/86,0,0,0.00,0,9060000,"[81,100,81,100,67,67,81,67,67,81,67,100]",1585523007,"Featured snippet, Image, People also ask"
pain au raisin,14,14,3600,86.59,0.00,https://www.neuhauser.fr/produits/pain-aux-raisins-2/131,25,0.81,0.00,0.04,12700000,"[54,67,54,54,54,67,67,81,100,81,81,81]",1585521572,"Knowledge panel, Video, Image, Video Carousel"
chausson au pomme,54,53,2900,89.2,0.00,https://www.neuhauser.fr/produits/chausson-aux-pommes/109,0,0,0.00,0.01,4800000,"[44,100,44,44,30,30,35,54,81,81,54,81]",1585600012,"Knowledge panel, Image, Video Carousel"
beignet pomme,97,97,2900,87.51,0.00,https://www.neuhauser.fr/produits/p-tit-beignet-pomme/176,0,0,0.00,0.01,887000,"[82,100,55,55,30,23,30,43,82,100,66,100]",1585542231,"Knowledge panel, Image, Video Carousel"
petit pain,32,35,2900,82.72,0.00,https://www.neuhauser.fr/produits/petit-pain/34,2,0.06,0.00,0.06,216000000,"[55,66,55,82,55,66,66,66,82,82,100,100]",1585594903,"Knowledge panel, Local pack, Image pack, Image, Video Carousel"
stracchino,35,39,2900,78.43,0.00,https://www.neuhauser.fr/produits/focaccia-stracchino/235,2,0.06,0.00,0,1230000,"[43,55,55,55,55,82,100,66,66,55,55,66]",1585540877,"Knowledge panel, Image, Video Carousel"
nata,65,66,2900,85.73,0.00,https://www.neuhauser.fr/produits/pastel-de-nata/158,0,0,0.00,0.02,104000000,"[67,67,67,81,67,81,100,81,81,81,81,67]",1585602005,"Instant answer, Knowledge panel, Local pack, Site links, Image, Video Carousel, FAQ"
pain ciabatta,64,64,2400,83.69,0.00,https://www.neuhauser.fr/produits/ciabatta/51,0,0,0.00,0.04,2530000,"[66,83,66,83,83,83,100,83,83,83,66,83]",1585245882,"Knowledge panel, Site links, Image, Video Carousel"
pain aux raisins,18,18,2400,83.31,0.00,https://www.neuhauser.fr/produits/pain-aux-raisins-2/131,7,0.22,0.00,0.01,19100000,"[83,100,66,66,66,66,83,100,100,100,83,100]",1585094666,"Knowledge panel, Video, Image, Video Carousel"
patisserie francaise,89,92,2400,84.1,1.25,https://www.neuhauser.fr/,0,0,0.00,0,1340000,"[67,67,53,53,53,67,67,67,100,81,81,81]",1585592464,"Image pack, Video, Image, Video Carousel"
neuhauser,2,2,1900,84.53,0.00,https://www.neuhauser.fr/qui-sommes-nous,49,1.6,0.00,0,2230000,"[79,100,79,79,100,79,67,79,79,67,67,67]",1585188157,"Local pack, Image pack, Site links, Video Carousel, FAQ"
neuhauser,1,1,1900,84.53,0.00,https://www.neuhauser.fr/,1520,49.81,0.00,0,2230000,"[79,100,79,79,100,79,67,79,79,67,67,67]",1585188157,"Local pack, Image pack, Site links, Video Carousel, FAQ"
beignet au chocolat,70,70,1900,88.01,0.00,https://www.neuhauser.fr/produits/beignet-long-chocolat-noisette/171,0,0,0.00,0.01,1740000,"[83,100,55,100,55,55,55,66,83,83,55,83]",1585016463,"Video, Image"
frita,77,77,1900,82.14,0.00,https://www.neuhauser.fr/produits/coca-frita/238,0,0,0.00,0,17000000,"[36,44,53,53,81,100,100,67,53,44,36,36]",1585393567,"Knowledge panel, Image, Video Carousel"
croissant aux amandes,82,82,1900,83.61,0.00,https://www.neuhauser.fr/produits/croissant-coeur-amandes/251,0,0,0.00,0.01,754000,"[67,79,67,79,67,67,79,79,100,100,100,100]",1585087521,"Image pack, Image, Video Carousel"
pain chocolat,67,67,1600,89.14,0.00,https://www.neuhauser.fr/produits/pain-au-chocolat-4/130,0,0,0.00,0.02,69000000,"[67,67,54,54,54,67,67,79,79,79,79,100]",1585339153,"Knowledge panel, Site links, Image, Video Carousel"
baguette viennoise,41,41,1600,86.29,0.00,https://www.neuhauser.fr/produits/baguette-viennoise/66,0,0,0.00,0.04,101000,"[68,84,68,84,68,68,68,84,100,100,84,100]",1585076456,"Knowledge panel, Image, Video Carousel"
pain polaire,62,62,1600,84.01,0.00,https://www.neuhauser.fr/produits/pain-polaire/52,0,0,0.00,0.6,1360000,"[42,54,67,54,54,67,54,54,67,54,100,67]",1585004405,"Knowledge panel, Video, Image"
tarte provencale,38,38,1300,88.36,0.00,https://www.neuhauser.fr/produits/tarte-provencale/221,0,0,0.00,0.01,211000,"[30,34,45,55,66,100,83,66,34,25,25,25]",1585591855,"Image pack, Image, Video Carousel"
beignet chocolat,25,25,1300,88.92,0.19,https://www.neuhauser.fr/produits/beignet-de-plage-chocolat-noisette/170,1,0.03,0.00,0.04,1720000,"[84,100,53,100,53,53,68,68,84,84,68,84]",1585018898,"Image pack, Video, Image"
comment décongeler du pain,94,94,1300,84.67,0.00,https://www.neuhauser.fr/produits/pain-aux-raisins-2/131,0,0,0.00,0,504000,"[77,77,77,100,77,77,77,100,100,100,100,100]",1585039738,"Video, Featured snippet, Image, Video Carousel, People also ask"
croissant au chocolat,63,63,1300,87.45,0.00,https://www.neuhauser.fr/produits/pain-au-chocolat-4/130,0,0,0.00,0.01,12800000,"[55,81,55,81,55,81,81,81,100,100,81,81]",1585123136,"Knowledge panel, Video, Image, Video Carousel"
fourré,83,83,1300,93.58,0.00,https://www.neuhauser.fr/produits/croissant-coeur-amandes/251,0,0,0.00,0.02,3240000,"[55,63,81,63,63,81,63,81,100,100,81,100]",1585058370,"Instant answer, Knowledge panel, Site links, Image, Video Carousel"
mini croissant,30,30,1300,85.04,0.00,https://www.neuhauser.fr/produits/mini-croissant/106,1,0.03,0.00,0.03,45600000,"[25,30,30,83,34,30,30,34,34,45,100,34]",1585270847,"Image pack, Image, Video Carousel"
produits surgelés,94,94,1000,75.91,0.96,https://www.neuhauser.fr/produits,0,0,0.00,0.45,8160000,"[38,46,46,46,38,46,38,53,53,68,100,68]",1585188045,"Local pack, Image pack, Site links"
torsade chocolat,15,13,1000,79.26,0.00,https://www.neuhauser.fr/produits/torsade-aux-pepites-de-chocolat/120,5,0.16,0.00,0.01,163000,"[30,63,55,63,55,55,63,63,100,63,63,81]",1585569749,"Image pack, Image, Video Carousel"
puff pastry,35,35,1000,77.27,0.00,https://www.neuhauser.fr/en/products/puff-pastry-base---40-x-60-cm/181,0,0,0.00,0.05,115000000,"[63,81,63,63,55,55,63,55,63,63,100,81]",1585007075,"Instant answer, Knowledge panel, Site links, Image, Video Carousel"
pain a panini,89,89,1000,76.75,0.36,https://www.neuhauser.fr/produits/panini-120g/48,0,0,0.00,0.99,6310000,"[63,63,63,63,55,63,63,63,81,63,81,100]",1585394023,"Image pack, Image, Video Carousel"
vienoiserie,79,79,1000,87.47,0.00,https://www.neuhauser.fr/produits/viennoiseries,0,0,0.00,0,9390000,"[77,100,77,77,77,77,68,100,100,100,77,100]",1585274299,"Knowledge panel, Featured snippet, Image, Video Carousel"
boulangerie saint quentin,75,75,880,88.34,0.00,https://www.neuhauser.fr/,0,0,0.00,0,1390000,"[72,88,88,88,88,88,100,100,88,88,100,100]",1585360875,"Local pack, Image pack, FAQ"
apple mini,49,49,880,93.9,0.18,https://www.neuhauser.fr/en/products/small-apple-doughnut/176,0,0,0.00,1,92,"[88,100,88,72,72,72,88,88,88,100,100,88]",1585281549,"Image pack, Site links, Shopping ads, Video Carousel"
triangle aux amandes,18,21,880,81.5,0.00,https://www.neuhauser.fr/produits/triangle-aux-amandes/115,2,0.06,0.00,0,898000,"[30,25,30,100,45,17,20,20,25,25,25,30]",1585594980,"Knowledge panel, Image, Video Carousel"
chausson pomme,97,97,720,88.82,0.45,https://www.neuhauser.fr/produits/chausson-aux-pommes/109,0,0,0.00,0.03,371000,"[68,68,45,45,25,30,37,68,100,100,55,77]",1585393590,"Knowledge panel, Image, Video Carousel"
boulanger wikipedia,30,30,720,85.92,0.00,https://www.neuhauser.fr/,0,0,0.00,0,74,"[72,72,48,100,88,48,39,72,72,88,72,72]",1585162913,"Image pack, Site links"
poids pizza,66,66,720,74.9,0.00,https://www.neuhauser.fr/produits/plaque-a-pizza-prepoussee-rectangle-40x60-cm/188,0,0,0.00,0,7030000,"[67,82,82,82,82,82,82,67,67,67,55,100]",1585033087,"Image pack, Featured snippet, Image, Video Carousel, People also ask"
boulangerie vitré,51,51,720,86.59,0.00,https://www.neuhauser.fr/,0,0,0.00,0.01,87,"[67,67,82,82,82,100,82,82,67,82,100,100]",1585490391,"Local pack, Image pack, Video Carousel, FAQ"
poids baguette tradition,44,37,720,75.53,0.00,https://www.neuhauser.fr/produits/baguette-blanche-64-cm/86,0,0,0.00,0,5710000,"[72,72,59,72,59,59,72,72,72,72,72,100]",1585591521,"Featured snippet, Image, People also ask"
suisse viennoiserie,14,14,720,85.95,0.00,https://www.neuhauser.fr/produits/suisse-aux-pepites-chocolat/121,5,0.16,0.00,0,314000,"[59,72,59,59,48,48,72,72,100,88,88,100]",1585421934,"Knowledge panel, Image, Video Carousel"
poids baguette pain,42,37,720,82.39,0.99,https://www.neuhauser.fr/produits/baguette-blanche-64-cm/86,0,0,0.00,0,754000,"[72,72,59,100,72,72,100,88,59,59,59,100]",1585580456,"Site links, Featured snippet, Image, People also ask"
bvf,52,52,720,81.39,0.00,https://www.neuhauser.fr/,0,0,0.00,0.01,3670000,"[67,67,67,100,82,100,67,100,100,82,82,100]",1585098695,"Local pack, Video Carousel"
boulangerie industrielle,3,3,720,83.25,0.21,https://www.neuhauser.fr/,64,2.09,13.00,0.04,7800000,"[67,67,82,67,67,67,67,82,82,82,82,100]",1585249231,"Local pack, Image pack, Video, Video Carousel"
poids d une baguette de pain,77,77,590,83.56,0.00,https://www.neuhauser.fr/produits/baguette-blanche-64-cm/86,0,0,0.00,0,1150000,"[67,82,67,82,67,55,67,67,67,67,55,100]",1585414932,"Site links, Featured snippet, Image, People also ask"
brioche tresse,65,65,590,82.98,0.00,https://www.neuhauser.fr/produits/brioche-tressee-nature/199,0,0,0.00,0.02,257000,"[39,48,48,48,39,26,39,48,88,88,100,100]",1585202458,"Knowledge panel, Image pack, Site links, Image, Video Carousel"
pain polka,26,26,590,75.64,0.00,https://www.neuhauser.fr/produits/pain-polka/30,0,0,0.00,0,17700000,"[54,67,54,67,67,67,82,82,100,82,100,82]",1585411326,"Image pack, Image, Video Carousel"
boulangerie lognes,48,44,590,85.39,0.00,https://www.neuhauser.fr/,0,0,0.00,0,54200,"[55,67,67,82,67,82,67,67,55,67,100,67]",1585569512,"Local pack, Image pack"
pizza baguette,81,81,590,84.97,0.00,https://www.neuhauser.fr/produits/baguette-pizza-royale/231,0,0,0.00,0.01,69000000,"[82,82,82,82,67,82,100,100,100,100,82,100]",1585432804,"Local pack, Image pack, Image, Video Carousel"
décongeler du pain au four,93,93,590,83.6,0.03,https://www.neuhauser.fr/produits/pain-aux-raisins-2/131,0,0,0.00,0.01,285000,"[36,54,67,67,54,54,82,82,100,100,100,100]",1585444198,"Video, Featured snippet, Image, People also ask"
buchette,37,37,590,91.8,0.23,https://www.neuhauser.fr/produits/buchette-pavot/19,0,0,0.00,0.96,202000,"[14,17,14,17,17,21,21,38,38,46,100,31]",1585414851,"Instant answer, Image pack, Image, Video Carousel"
catalogue boulanger,35,35,590,81.88,0.33,https://www.neuhauser.fr/,0,0,0.00,0.28,3300000,"[48,48,39,59,48,39,48,48,59,100,100,88]",1585080148,"Image pack, Site links, FAQ"
baguette poids,17,17,590,79.99,0.00,https://www.neuhauser.fr/produits/baguette-rustiguette-r/1,2,0.06,0.00,0.02,5670000,"[67,82,67,82,82,67,67,67,67,82,67,100]",1585407495,"Site links, Featured snippet, Image, People also ask"
tranche de pain,35,35,590,85.83,0.00,https://www.neuhauser.fr/produits/pain-tranche-campagne/218,0,0,0.00,0.05,11000000,"[32,39,32,72,32,39,39,59,100,72,100,100]",1585202457,"Image pack, Image, Video Carousel"
pain batard,16,14,590,77.18,0.00,https://www.neuhauser.fr/produits/batard-campagne-1/80,2,0.06,0.00,0,266000,"[55,67,82,100,67,82,67,67,55,67,67,67]",1585564066,"Knowledge panel, Site links, Image, Video Carousel, People also ask"
pain batard,15,13,590,77.18,0.00,https://www.neuhauser.fr/produits/batard-complet/23,2,0.06,0.00,0,266000,"[55,67,82,100,67,82,67,67,55,67,67,67]",1585564066,"Knowledge panel, Site links, Image, Video Carousel, People also ask"
temperature cuisson pain,82,82,590,75.17,0.00,https://www.neuhauser.fr/produits/pain-au-chocolat-4/130,0,0,0.00,0.01,451000000,"[67,82,67,82,67,44,82,67,82,100,82,82]",1585493910,"Image, Video Carousel"
torsade au chocolat,17,17,590,81.16,0.00,https://www.neuhauser.fr/produits/torsade-aux-pepites-de-chocolat/120,0,0,0.00,0,517000,"[82,55,55,55,44,55,55,67,100,82,67,67]",1585425657,"Image pack, Image, Video Carousel"
boulangerie ploermel,40,40,590,85.14,0.00,https://www.neuhauser.fr/,0,0,0.00,0,75,"[55,55,82,67,67,67,82,67,100,67,82,82]",1585494288,"Local pack, Image pack, Video Carousel"
pasteis de nata lille,70,70,590,78.53,0.00,https://www.neuhauser.fr/,0,0,0.00,0,81,"[2,4,11,100,46,46,31,31,31,25,21,21]",1585281546,"Knowledge panel, Image pack, Video, Image"
beignet nature,21,20,590,90.92,0.00,https://www.neuhauser.fr/produits/beignet-de-plage-nature/168,0,0,0.00,0.01,6930000,"[100,100,55,67,44,44,55,55,67,82,67,67]",1585602261,"Image pack, Site links, Image, Video Carousel"
viennoiserie suisse,15,14,590,87.48,0.00,https://www.neuhauser.fr/produits/suisse-aux-pepites-chocolat/121,2,0.06,0.00,0,285000,"[44,55,55,67,55,67,82,82,100,82,82,82]",1585584188,"Knowledge panel, Image, Video Carousel"
bagnat,43,43,590,87.96,0.00,https://www.neuhauser.fr/produits/pain-bagnat/50,0,0,0.00,0.01,1730000,"[44,82,67,67,82,100,100,82,82,82,82,82]",1585515614,"Knowledge panel, Site links, Image, Video Carousel"
grossiste patisserie,66,66,590,64.64,0.44,https://www.neuhauser.fr/,0,0,0.00,0.35,280000,"[67,67,55,67,55,44,55,67,67,82,100,67]",1585224145,"Local pack, Image pack, Site links, Video"
cuisson croissant,35,35,480,79.99,0.00,https://www.neuhauser.fr/produits/croissant-4/128,0,0,0.00,0,6280000,"[67,55,44,44,36,24,36,55,67,82,67,100]",1585304685,"Image, Video Carousel"
brioche boulangerie,43,43,480,78.28,0.00,https://www.neuhauser.fr/produits/brioche-tressee-nature/199,0,0,0.00,0.02,3770000,"[54,54,44,44,36,36,54,54,82,82,82,100]",1585303178,"Image pack, Image, Video Carousel"
pain et chocolat,51,68,480,92.12,0.00,https://www.neuhauser.fr/produits/pain-au-chocolat-aop-charentes-poitou/93,0,0,0.00,0.01,83000000,"[54,54,54,54,67,82,67,67,82,67,100,82]",1585569714,"Knowledge panel, Image pack, Site links, Image, Video Carousel"
tresse brioche,63,63,480,84.1,0.00,https://www.neuhauser.fr/produits/brioche-tressee-nature/199,0,0,0.00,0,211000,"[55,55,44,44,36,30,44,44,67,82,82,100]",1585141162,"Knowledge panel, Image pack, Video, Image, Video Carousel"
brioche tranchée,29,29,480,82.02,0.00,https://www.neuhauser.fr/produits/brioche-tranchee-nature/202,0,0,0.00,0.74,87,"[44,66,66,66,66,81,81,81,100,100,100,100]",1585292348,"Image pack, Image, Video Carousel"
14 cm,53,53,480,76.23,0.00,https://www.neuhauser.fr/en/products/pure-butter-puff-pastry-disc-O-14-cm/189,0,0,0.00,0.01,9590000000,"[44,67,54,67,67,82,82,67,82,82,100,82]",1585062462,Image pack
suisse au chocolat,47,45,480,87.85,0.00,https://www.neuhauser.fr/produits/suisse-aux-pepites-chocolat/121,0,0,0.00,0,18600000,"[54,67,54,67,54,67,54,82,100,82,67,82]",1585569513,"Knowledge panel, Top stories, Image, Video Carousel"
croissant au amande,67,67,480,84.14,0.00,https://www.neuhauser.fr/produits/croissant-coeur-amandes/251,0,0,0.00,0,1540000,"[66,81,66,81,66,81,66,81,100,100,100,100]",1585573225,"Image pack, Image, Video Carousel"
croissant surgelé,4,4,480,74.7,0.92,https://www.neuhauser.fr/produits/viennoiseries,33,1.08,30.00,1,288000,"[44,44,44,44,36,36,44,44,67,55,55,100]",1585314108,"Image pack, Image, Video Carousel"
boulanger publier,65,65,480,87.15,0.00,https://www.neuhauser.fr/qui-sommes-nous,0,0,0.00,0.01,11900000,"[44,54,67,67,67,67,67,67,67,82,100,82]",1585418614,"Knowledge panel, Image pack, Image, FAQ"
croissant chocolat,44,44,480,85.27,0.00,https://www.neuhauser.fr/produits/pain-au-chocolat-4/130,0,0,0.00,0.02,12000000,"[66,66,54,54,54,54,66,81,100,100,81,100]",1585388560,"Knowledge panel, Image, Video Carousel"
pain focaccia,87,87,480,83.81,0.00,https://www.neuhauser.fr/produits/focaccia-mediterraneenne/234,0,0,0.00,0.04,2280000,"[44,67,54,82,82,100,100,67,100,67,67,67]",1585432650,"Knowledge panel, Image, Video Carousel"
patisserie industrielle,2,2,480,81.65,0.63,https://www.neuhauser.fr/,62,2.03,39.00,0.1,1310000,"[44,55,55,36,44,36,44,44,67,44,55,100]",1585321177,"Local pack, Image pack, Site links, Video Carousel"
boulangerie saverne,83,83,480,83.96,0.00,https://www.neuhauser.fr/,0,0,0.00,0,89,"[66,81,100,81,66,81,100,81,81,100,100,81]",1585357089,"Local pack, Image pack, Site links, Video Carousel"
pain précuit,88,88,480,79.51,0.25,https://www.neuhauser.fr/produits/boulangerie,0,0,0.00,0.98,353000,"[54,66,66,81,54,66,81,81,100,81,100,100]",1585461848,"Image pack, Featured snippet, Image, AdWords bottom, Shopping ads, Video Carousel"
pain aux chocolat,79,79,390,89.68,0.00,https://www.neuhauser.fr/produits/pain-au-chocolat-4/130,0,0,0.00,0.01,73200000,"[67,100,67,82,82,82,82,100,100,100,100,100]",1584957456,"Knowledge panel, Image, Video Carousel"
suisse chocolat,35,35,390,79.82,0.58,https://www.neuhauser.fr/produits/suisse-aux-pepites-chocolat/121,0,0,0.00,0.1,25100000,"[44,54,54,54,44,66,66,81,100,100,81,81]",1585000781,"Knowledge panel, Local pack, Image, Video Carousel"
recette croissant beurre professionnel,81,81,390,77.19,0.00,https://www.neuhauser.fr/produits/viennoiseries,0,0,0.00,0.02,250000,"[81,66,54,66,44,29,44,66,81,81,54,100]",1585490629,"Image pack, Video, Image, Video Carousel"
poids croissant,7,7,390,77.34,0.00,https://www.neuhauser.fr/produits/croissant-prestige/89,15,0.49,0.00,0,20400000,"[66,81,66,81,66,66,66,66,66,66,54,100]",1584889476,"Featured snippet, Video Carousel, People also ask, FAQ"
poids pain au chocolat,21,21,390,80.21,0.00,https://www.neuhauser.fr/produits/pain-au-chocolat-aop-charentes-poitou/93,0,0,0.00,0,7540000,"[81,81,100,81,67,67,81,67,81,81,54,100]",1585379016,"Featured snippet, Image, Video Carousel, People also ask"
poids pain au chocolat,20,20,390,80.21,0.00,https://www.neuhauser.fr/produits/pain-au-chocolat-4/130,1,0.03,0.00,0,7540000,"[81,81,100,81,67,67,81,67,81,81,54,100]",1585379016,"Featured snippet, Image, Video Carousel, People also ask"
boulangerie montaigu,78,78,390,82.9,0.00,https://www.neuhauser.fr/,0,0,0.00,0,83,"[54,81,81,81,81,81,100,81,67,100,100,100]",1584640824,"Local pack, Image pack, Reviews"
pain congelé,65,65,390,75.8,0.05,https://www.neuhauser.fr/produits/pain-au-chocolat-4/130,0,0,0.00,0.11,372000,"[81,81,67,81,81,81,100,100,100,100,100,100]",1584572903,"Image pack, Reviews, Featured snippet, People also ask"
napolitana,66,66,390,78.78,0.00,http://www.neuhauser.fr/es/productos/napolitana/102,0,0,0.00,0,5130000,"[44,66,66,54,54,81,100,81,81,66,66,81]",1584672100,"Local pack, Image pack, Reviews, Image, Video Carousel"
danish pastry,42,42,390,69.64,0.00,https://www.neuhauser.fr/en/products/danish-pastry-with-confectioners-cream/205,0,0,0.00,0,26400000,"[81,81,67,67,54,81,100,81,100,81,81,100]",1584990025,"Knowledge panel, Site links, Image, Video Carousel"
poids d un pain,74,74,390,78.98,0.00,https://www.neuhauser.fr/produits/batard-campagne-1/80,0,0,0.00,0,39100000,"[81,100,67,81,54,67,81,67,81,81,81,81]",1584799320,"Featured snippet, People also ask"
empenada,17,17,390,84.92,0.00,http://www.neuhauser.fr/es/productos/mini-empenada-de-manzana/110,1,0.03,0.00,0,2660000,"[67,81,81,81,81,81,100,100,81,100,81,100]",1584446637,"Knowledge panel, Image pack, Site links, Reviews, Image, Video Carousel"
croissant ordinaire,74,74,390,77.05,0.00,https://www.neuhauser.fr/produits/croissant-4/128,0,0,0.00,0.02,3860000,"[54,66,54,54,54,66,81,81,100,81,66,81]",1584651459,"Image pack, Reviews, Image, Video Carousel"
la boulangère recrutement,55,55,390,75.76,2.67,https://www.neuhauser.fr/,0,0,0.00,0.01,98,"[67,54,67,67,67,81,67,81,100,100,67,100]",1585486933,"Image pack, Video, Image, Jobs search, FAQ"
boulangerie francaise,41,41,390,77.81,0.00,https://www.neuhauser.fr/,0,0,0.00,0,796000,"[54,67,67,67,67,67,67,100,100,67,67,100]",1585243393,"Local pack, Image pack, Site links, Video Carousel"
baguette pizza,25,25,390,84.74,0.00,https://www.neuhauser.fr/produits/baguette-pizza-royale/231,0,0,0.00,0.03,52200000,"[67,81,81,81,67,67,67,81,100,81,67,100]",1585350208,"Local pack, Image pack, Image, Video Carousel"
neuhauser folschviller,1,1,390,88.91,0.00,https://www.neuhauser.fr/,312,10.22,0.00,0,89,"[67,100,67,100,67,54,81,100,100,81,54,67]",1584411339,"Local pack, Image pack, Site links, Reviews, Video, Video Carousel"
produit patisserie,55,55,390,76.8,0.15,https://www.neuhauser.fr/,0,0,0.00,1,11100000,"[66,66,54,54,44,36,44,54,81,100,100,66]",1585223904,"Image pack, Site links, Video Carousel"
boulangerie avrillé,85,85,320,80.98,0.00,https://www.neuhauser.fr/,0,0,0.00,0,83,"[81,100,81,81,67,100,81,54,54,54,54,67]",1584828258,"Local pack, Image pack"
poids d un croissant,13,13,320,78.03,0.00,https://www.neuhauser.fr/produits/croissant-prestige/89,2,0.06,0.00,0,45200000,"[82,100,82,82,67,67,82,82,82,82,67,100]",1584478705,"Image pack, Reviews, Video, Featured snippet, Image, People also ask, FAQ"
pain à panini,89,89,320,79.69,0.14,https://www.neuhauser.fr/produits/panini-120g/48,0,0,0.00,0.99,76000000,"[44,54,44,54,44,44,54,44,54,54,66,100]",1584558944,"Image pack, Reviews, Video, Image"
grossiste boulangerie,38,38,320,60.6,0.55,https://www.neuhauser.fr/,0,0,0.00,0.31,2630000,"[36,44,36,44,36,100,36,36,36,36,44,44]",1584928915,"Local pack, Image pack, Site links"
mini pomme,97,97,320,85.34,0.00,https://www.neuhauser.fr/produits/p-tit-beignet-pomme/176,0,0,0.00,0.98,31900000,"[24,24,24,19,29,29,66,100,100,81,66,54]",1585375317,"Image pack, Image, Shopping ads"
boulangerie en espagnol,82,82,320,85.45,0.00,https://www.neuhauser.fr/qui-sommes-nous,0,0,0.00,0,1450000,"[54,67,67,81,44,67,100,54,67,54,54,54]",1584527186,"Instant answer, Reviews, Image, Video Carousel"
tarte provençale,41,41,320,88.37,0.00,https://www.neuhauser.fr/produits/tarte-provencale/221,0,0,0.00,0.01,480000,"[29,44,54,66,81,100,100,66,44,29,29,29]",1585342704,"Image pack, Image, Video Carousel"
fournisseur patisserie,50,50,320,64.86,1.08,https://www.neuhauser.fr/,0,0,0.00,0.46,400000,"[67,82,67,82,44,54,44,82,100,100,100,82]",1584669644,"Local pack, Site links, Reviews, AdWords bottom"
french chocolate,47,47,320,60.07,0.40,https://www.neuhauser.fr/en/products/authentic-french-chocolate-croissants/296,0,0,0.00,0.29,715000000,"[44,67,67,67,82,82,82,82,100,82,100,67]",1584853147,"Local pack, Image pack, Site links, Video, Image, Video Carousel"
croissant pain au chocolat,90,90,320,82.82,0.00,https://www.neuhauser.fr/produits/viennoiseries,0,0,0.00,0,8870000,"[29,44,36,44,54,66,54,66,100,66,66,66]",1584767220,"Knowledge panel, Reviews, Image, Video Carousel"
pain bagnat boulangerie,5,5,320,68.68,0.00,https://www.neuhauser.fr/produits/pain-bagnat/50,16,0.52,0.00,0.02,28700,"[29,44,44,66,66,81,100,44,36,29,24,36]",1585447390,"Image pack, Image, Video Carousel"
