Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
chausson aux pommes,25,25,9900,89.39,0.00,https://www.delifrance.com/be_fr/chausson-aux-pommes.html,14,0.13,0.00,0,433000,"[55,55,55,55,36,30,36,67,100,82,55,82]",1585547943,"Knowledge panel, Image, Video Carousel"
batard,78,79,9900,93.31,0.00,https://www.delifrance.com/worldwide_fr/pain/pain-a-partager/batard-boulot.html,0,0,0.00,0,2790000,"[82,82,82,100,82,100,82,82,67,82,82,82]",1585548633,"Instant answer, Image pack, Site links, Video Carousel"
nappage chocolat,71,66,9900,84.55,0.00,https://www.delifrance.com/ch_fr/viennoiserie/us-bakery/donuts/donut-nappage-chocolat.html,0,0,0.00,0.02,1110000,"[55,67,67,55,45,36,36,45,67,67,100,45]",1585562746,"Image, Video Carousel"
chawarma,27,25,9900,80.66,0.00,https://www.delifrance.com/fr/chawarma-boeuf-houmous.html,14,0.13,0.00,0,454000,"[82,82,100,100,82,100,100,100,100,100,100,100]",1585555482,"Knowledge panel, Video, Image, Video Carousel"
éclair,43,39,8100,89.09,0.00,https://www.delifrance.com/worldwide_fr/patisserie/eclair.html,2,0.01,0.00,0,22700000,"[44,55,55,55,67,82,67,82,100,100,82,100]",1585573070,"Knowledge panel, Top stories, Site links, Image, Video Carousel"
polish,97,0,8100,81.04,0.32,https://www.delifrance.com/fr/baguette-memoire-recette-polish.html,0,0,0.00,0.94,1720000000,"[100,100,100,100,81,100,100,100,100,81,81,100]",1585587690,"Image pack, Site links, Shopping ads, Video Carousel"
pain bagnat,88,86,8100,88.7,0.00,https://www.delifrance.com/be_fr/maxi-pan-bagnat-blanc.html,0,0,0.00,0.01,185000,"[30,45,45,55,67,100,100,45,45,36,30,45]",1585524099,"Knowledge panel, Image, Video Carousel"
tarte poire amandine,81,70,8100,85.68,0.00,https://www.delifrance.com/worldwide_fr/s2154-tartelette-poire-amande.html,0,0,0.00,0,229000,"[67,67,45,55,36,30,55,45,100,82,55,45]",1585601975,"Image, Video Carousel"
cuisson,76,70,8100,90.85,0.00,https://www.delifrance.com/fr/nos-conseils/Cuisson_des_pains,0,0,0.00,0.01,65700000,"[82,82,82,67,55,55,55,55,67,82,100,67]",1585562508,"Knowledge panel, Top stories, Site links, Featured snippet, Image, Video Carousel"
margherita pizza,87,80,8100,88.1,0.60,https://www.delifrance.com/be_fr/plaque-de-pizza-margherita.html,0,0,0.00,0.01,52000000,"[55,67,55,67,67,82,100,67,82,67,82,100]",1585583947,"Knowledge panel, Local pack, Image, Video Carousel"
religieuse,53,57,8100,92.05,0.00,https://www.delifrance.com/fr/patisserie/pate-a-chou/religieuse.html,0,0,0.00,0,35000000,"[67,67,67,82,67,67,82,82,100,100,82,100]",1585602822,"Knowledge panel, Local pack, Top stories, Video, Image, Video Carousel, FAQ"
tex mex,83,91,6600,83.65,0.00,https://www.delifrance.com/worldwide_fr/76167-dwich-poulet-tex-mex.html,0,0,0.00,0,135000000,"[82,100,82,82,82,100,100,100,100,100,100,100]",1585537394,"Knowledge panel, Local pack, Image, Video Carousel"
calorie pain au chocolat,39,41,6600,84.22,0.00,https://www.delifrance.com/fr/pain-au-chocolat-tournesol.html,4,0.03,0.00,0,585000,"[81,100,100,100,81,100,100,81,81,81,67,100]",1585537360,"Featured snippet, Image, Video Carousel, People also ask"
roule,47,48,6600,92.19,0.00,https://www.delifrance.com/fr/roule-au-fromage.html,1,0,0.00,0.01,17900000,"[55,67,55,67,55,55,55,67,67,82,100,67]",1585558918,"Image pack, Featured video, Image, Video Carousel, FAQ"
faluche,35,31,6600,79.89,0.00,https://www.delifrance.com/fr/faluche-pan-bagnat.html,0,0,0.00,0.01,89500,"[44,55,55,55,55,100,82,100,100,82,100,82]",1585528347,"Knowledge panel, Local pack, Featured snippet, Image, Video Carousel"
huit,73,79,6600,90.11,0.06,https://www.delifrance.com/be_fr/huit-a-la-creme.html,0,0,0.00,0.01,102000000,"[67,100,81,67,67,67,54,81,81,81,81,81]",1585588988,"Knowledge panel, Image pack, Site links, Tweet, Video Carousel"
pan bagnat,87,84,6600,85.33,0.00,https://www.delifrance.com/be_fr/maxi-pan-bagnat-blanc.html,0,0,0.00,0,1640000,"[30,45,45,55,67,100,100,55,36,30,30,36]",1585562284,"Knowledge panel, Site links, Image, Video Carousel"
pain suisse,63,73,6600,85.6,0.00,https://www.delifrance.com/fr/viennoiserie/specialite/suisse.html,0,0,0.00,0,56300000,"[44,67,55,55,44,55,55,67,100,82,67,82]",1585601072,"Knowledge panel, Image, Video Carousel"
ramequin,62,59,6600,87.01,0.20,https://www.delifrance.com/ch_fr/snacking/ramequins-fromage/ramequin-au-fromage.html,0,0,0.00,1,774000,"[55,67,55,67,55,55,55,67,82,82,100,82]",1585548013,"Knowledge panel, Site links, Image, Video Carousel"
tarte thon,91,95,5400,88.97,1.07,https://www.delifrance.com/fr/tarte-thon-ratatouille.html,0,0,0.00,0,88100000,"[82,100,82,82,67,67,67,82,67,82,67,82]",1585602171,"Image pack, Image, Video Carousel"
gaufre de liege,88,88,5400,86.48,0.30,https://www.delifrance.com/be_fr/patisserie/gaufre/gaufre-de-liege.html,0,0,0.00,0.03,95600,"[100,82,67,82,44,44,67,67,82,100,100,100]",1585526371,"Knowledge panel, Site links, Image, Video Carousel"
poids baguette,7,9,5400,79.12,0.00,https://www.delifrance.com/fr/pain/pains-sandwich/demi-baguette.html,216,2.1,0.00,0,6670000,"[82,100,100,82,67,67,67,67,67,67,55,82]",1585571792,"Site links, Featured snippet, Image, People also ask"
ciabatta,16,16,5400,85.51,0.00,https://www.delifrance.com/fr/pain/pains-sandwich/ciabatta.html,27,0.26,0.00,0.01,18500000,"[67,82,67,82,82,82,100,82,100,82,82,82]",1585580369,"Knowledge panel, Site links, Image, Video Carousel"
allumette,18,22,5400,88.52,0.83,https://www.delifrance.com/worldwide_fr/s2261-allumette-chocolat.html,3,0.02,2.00,0.99,1810000,"[67,67,67,67,67,67,67,82,100,100,100,100]",1585580458,"Knowledge panel, Featured snippet, Image, Video Carousel"
calorie croissant,82,76,5400,77.91,0.00,https://www.delifrance.com/fr/viennoiserie/croissant.html,0,0,0.00,0,1660000,"[82,100,100,100,82,100,100,82,82,82,67,100]",1585558970,"Instant answer, Knowledge panel, Video, Image, People also ask"
pain suedois,21,21,5400,84.59,0.00,https://www.delifrance.com/be_fr/pain-polaire.html,8,0.07,0.00,0.84,139000,"[55,67,67,67,67,100,82,82,82,82,100,82]",1585529608,"Knowledge panel, Image, Video Carousel"
salambo,15,16,5400,80.4,0.00,https://www.delifrance.com/fr/patisserie/pate-a-chou/salambo-et-choux.html,27,0.26,0.00,0.06,644000,"[67,67,67,67,55,67,67,82,100,82,82,82]",1585595068,"Knowledge panel, Image, Video Carousel, FAQ"
pain nordique,71,72,4400,79.78,0.00,https://www.delifrance.com/be_fr/pain/pains-sandwichs/pain-polaire.html,0,0,0.00,0.04,1310000,"[24,29,29,36,29,36,36,100,67,55,55,82]",1585544048,"Knowledge panel, Image pack, Video, Image, Video Carousel"
tartelette,20,20,4400,92.6,0.16,https://www.delifrance.com/be_fr/patisserie/tarte-tartelette.html,13,0.12,2.00,0.04,3380000,"[36,44,36,44,36,36,36,36,55,55,100,55]",1585605614,"Image pack, Video, Image, Video Carousel"
poids d une baguette,9,9,4400,84.28,0.00,https://www.delifrance.com/fr/pain/pains-sandwich/demi-baguette.html,132,1.28,0.00,0,9060000,"[81,100,81,100,67,67,81,67,67,81,67,100]",1585523007,"Featured snippet, Image, People also ask"
pain burger,29,31,4400,85.45,0.49,https://www.delifrance.com/fr/pain/pains-sandwich/pains-burger.html,6,0.05,3.00,0.84,62700000,"[81,81,81,100,67,67,81,81,100,81,100,100]",1585572283,"Image pack, Image, Video Carousel"
muffin nature,55,0,4400,86.14,6.87,https://www.delifrance.com/fr/patisserie/autres-patisseries-286/muffins/muffin-nature-fourre-choco-noisette.html,0,0,3.00,0.01,13800000,"[81,100,100,100,67,54,67,67,100,100,81,81]",1585602500,"Image pack, Site links, Video, Image, Video Carousel"
friand,25,19,4400,93.79,0.00,https://www.delifrance.com/fr/traiteur/friand-et-feuillete.html,6,0.05,0.00,0,1650000,"[67,67,55,67,55,55,55,82,82,82,82,100]",1585562545,"Knowledge panel, Video, Image, Video Carousel"
patte d ours,49,19,4400,77.51,0.25,https://www.delifrance.com/worldwide_fr/s1810-patte-dours.html,1,0,0.00,1,2990000,"[55,55,55,55,55,67,67,67,100,82,82,82]",1585591207,"Knowledge panel, Local pack, Image pack, Image, Shopping ads, Video Carousel"
fondant au chocolat coeur coulant,97,91,4400,88.95,2.49,https://www.delifrance.com/fr/coeur-fondant-chocolat.html,0,0,0.00,0.02,223000,"[81,81,67,81,54,44,67,54,81,100,81,67]",1585587615,"Video, Image, Video Carousel"
creme patissiere chocolat,71,75,4400,83.44,0.00,https://www.delifrance.com/be_fr/pain-au-chocolat-creme-patissiere.html,0,0,0.00,0.01,432000,"[44,67,54,54,36,23,36,44,67,67,100,54]",1585580831,"Image, Video Carousel"
eclaire,63,61,4400,95.23,0.00,https://www.delifrance.com/fr/eclair-a-la-vanille.html,0,0,0.00,0.01,1600000,"[44,55,55,55,67,82,67,82,100,82,67,82]",1585569815,"Knowledge panel, Site links, Video, Image, Video Carousel, FAQ"
muffin myrtille,49,48,4400,82.84,2.08,https://www.delifrance.com/be_fr/afonyas-toltott-muffin.html,1,0,2.00,0.03,202000,"[55,67,82,82,67,82,100,82,67,67,55,55]",1585591280,"Image, Video Carousel"
25g,28,30,4400,89.66,0.00,https://www.delifrance.com/fr/mini-pain-au-chocolat-25g.html,6,0.05,0.00,0.02,64400000,"[100,36,24,16,30,24,67,30,45,30,30,24]",1585587885,"Knowledge panel, Image pack, Tweet, Video"
pastry,35,34,4400,85.18,0.00,https://www.delifrance.com/worldwide/pastry.html,3,0.02,0.00,0.01,333000000,"[54,67,67,81,81,81,81,100,81,67,67,67]",1585533650,"Instant answer, Local pack, Image pack, Site links, Image, Video Carousel"
a la folie,96,0,4400,86.19,0.00,https://www.delifrance.com/fr/a-la-folie,0,0,0.00,0.01,97300000,"[67,67,67,81,100,81,67,81,100,67,81,54]",1585551791,"Local pack, Image pack, Site links, Featured video, Video Carousel"
muffin banane chocolat,70,0,3600,85.02,6.88,https://www.delifrance.com/be_fr/muffin-fourre-banane-chocolat.html,0,0,0.00,0.06,616000,"[81,100,100,100,81,67,67,100,100,100,81,81]",1585537251,"Image pack, Image, Video Carousel"
pain au chocolat calories,55,53,3600,83.87,0.00,https://www.delifrance.com/fr/viennoiserie/mini-viennoiseries/mini-pain-chocolat.html,0,0,0.00,0,3000000,"[82,100,82,82,82,100,100,82,82,66,66,100]",1585526799,"Video, Featured snippet, Image, People also ask"
l éveil des sens,53,54,3600,70.09,0.65,https://www.delifrance.com/fr/eveil-des-sens.html,0,0,0.00,0.02,13900000,"[66,66,66,66,66,66,82,66,82,82,100,82]",1585602018,"Local pack, Image pack, Site links, Video Carousel, FAQ"
feuilleté fromage,94,92,3600,87.6,0.00,https://www.delifrance.com/fr/traiteur/friand-et-feuillete.html,0,0,0.00,0.02,1240000,"[36,44,44,67,44,29,29,36,55,55,100,67]",1585573353,"Image pack, Site links, Image, Video Carousel"
pain blanc,30,26,3600,89.63,0.00,https://www.delifrance.com/fr/petit-pain-blanc.html,5,0.04,0.00,0.01,95000000,"[82,100,82,82,66,66,66,82,82,82,82,100]",1585587631,"Knowledge panel, Image, Video Carousel"
coeur coulant chocolat,33,37,3600,86.7,2.49,https://www.delifrance.com/fr/coeur-fondant-chocolat.html,2,0.01,6.00,0.03,459000,"[100,82,66,82,55,43,66,66,82,100,82,66]",1585550014,"Image pack, Image, Video Carousel, FAQ"
muffin pepite de chocolat,76,83,3600,85.8,1.51,https://www.delifrance.com/be_fr/muffin-chocolat-pepites-de-chocolat.html,0,0,0.00,0.03,255000,"[67,67,100,67,67,35,44,54,81,67,54,67]",1585606971,"Image, Video Carousel"
mini macaron,23,19,3600,84.83,0.63,https://www.delifrance.com/worldwide_fr/patisserie/macaron/mini-macaron.html,1,0,0.00,1,21200000,"[44,54,44,54,54,100,54,44,67,81,81,81]",1585600531,"Image pack, Site links, Image, AdWords top, Video Carousel"
entremet 3 chocolat,66,67,3600,83.83,0.00,https://www.delifrance.com/be_fr/bande-entremets-croquant-3-chocolats.html,0,0,0.00,0,748000,"[55,55,55,55,36,36,44,55,82,82,100,55]",1585587680,"Image pack, Image, Video Carousel"
maton,18,20,3600,89.91,0.16,https://www.delifrance.com/be_fr/tartelette-au-maton.html,10,0.09,1.00,0.06,7250000,"[67,67,54,54,54,54,67,54,67,100,81,100]",1585552367,"Image pack, Site links, Featured snippet, Image, Video Carousel, FAQ"
pain au raisin,25,23,3600,86.59,0.00,https://www.delifrance.com/be_fr/pain-aux-raisins.html,5,0.04,0.00,0.04,12700000,"[54,67,54,54,54,67,67,81,100,81,81,81]",1585521572,"Knowledge panel, Video, Image, Video Carousel"
marzipan,79,75,3600,84.35,0.16,https://www.delifrance.com/worldwide_fr/s6901-mini-croissant-beurre-fourre-marzipan.html,0,0,0.00,0.04,18200000,"[44,36,44,44,36,29,36,36,55,67,100,67]",1585595070,"Knowledge panel, Featured snippet, Image, Video Carousel"
fond de tarte,34,19,2900,88.07,0.18,https://www.delifrance.com/be_fr/patisserie/fond-de-tarte.html,2,0.01,0.00,0.94,14100000,"[55,82,82,100,82,55,82,66,82,66,66,55]",1585584170,"Image pack, Image, Video Carousel"
chausson au pomme,30,22,2900,89.2,0.00,https://www.delifrance.com/be_fr/chausson-aux-pommes.html,4,0.03,0.00,0.01,4800000,"[44,100,44,44,30,30,35,54,81,81,54,81]",1585600012,"Knowledge panel, Image, Video Carousel"
tarte sucrée,73,65,2900,90.8,0.00,https://www.delifrance.com/be_fr/patisserie/fond-de-tarte/fond-de-tarte-sucree-beurre-213.html,0,0,0.00,0.01,7330000,"[66,82,66,66,55,55,66,82,100,82,55,66]",1585605799,"Image pack, Image, Video Carousel"
cheesecake framboise,71,71,2900,86.79,0.00,https://www.delifrance.com/ch_fr/cheesecake-framboise.html,0,0,0.00,0.16,3480000,"[81,81,81,100,81,100,100,81,81,81,100,81]",1585529973,"Image pack, Video, Image, Video Carousel"
torsades,19,22,2900,80.7,0.00,https://www.delifrance.com/be_fr/viennoiserie/specialites/torsade.html,8,0.07,0.00,0.01,2130000,"[43,55,43,55,43,66,55,82,82,100,82,100]",1585529610,"Image pack, Image, Video Carousel"
petit pain,11,12,2900,82.72,0.00,https://www.delifrance.com/fr/petit-pain-blanc.html,136,1.32,0.00,0.06,216000000,"[55,66,55,82,55,66,66,66,82,82,100,100]",1585594903,"Knowledge panel, Local pack, Image pack, Image, Video Carousel"
petit pain,12,0,2900,82.72,0.00,https://www.delifrance.com/fr/pain/petit-pain.html,37,0.36,0.00,0.06,216000000,"[55,66,55,82,55,66,66,66,82,82,100,100]",1585594903,"Knowledge panel, Local pack, Image pack, Image, Video Carousel"
gateau foret noire,40,40,2900,86.87,0.00,https://www.delifrance.com/ch_fr/patisserie/tartes-gateaux/gateau-foret-noire.html,2,0.01,0.00,0.02,246000,"[54,54,44,44,35,35,44,54,81,81,100,67]",1585537401,"Knowledge panel, Image, Video Carousel"
croissant calories,65,64,2900,79.29,0.00,https://www.delifrance.com/fr/viennoiserie/croissant.html,0,0,0.00,0,3740000,"[81,100,100,100,100,100,100,100,100,81,67,100]",1585591352,"Instant answer, Knowledge panel, Video, Image, People also ask"
petits fours,92,94,2900,86.62,0.69,https://www.delifrance.com/worldwide_fr/mini-fruktovaja-vypechka.html,0,0,0.00,0.25,15500000,"[23,30,23,30,30,23,23,36,36,44,100,36]",1585569511,"Knowledge panel, Site links, Image, Video Carousel"
delifrance,2,2,2900,84.93,0.00,https://www.delifrance.com/fr/gammes,75,0.73,0.00,0,1740000,"[67,100,81,81,67,67,67,67,81,67,67,100]",1585561224,"Knowledge panel, Local pack, Image pack, Site links, Video Carousel"
delifrance,1,1,2900,84.93,0.00,https://www.delifrance.com/fr,2320,22.62,0.00,0,1740000,"[67,100,81,81,67,67,67,67,81,67,67,100]",1585561224,"Knowledge panel, Local pack, Image pack, Site links, Video Carousel"
delifrance,3,3,2900,84.93,0.00,https://www.delifrance.com/fr/qui-sommes-nous,52,0.5,0.00,0,1740000,"[67,100,81,81,67,67,67,67,81,67,67,100]",1585561224,"Knowledge panel, Local pack, Image pack, Site links, Video Carousel"
coulant chocolat,68,66,2400,85.14,4.15,https://www.delifrance.com/ch_fr/chocolade-fondant.html?___from_store=ch,0,0,0.00,0.01,1110000,"[100,100,100,100,67,54,79,79,100,100,100,79]",1585541899,"Image pack, Image, Video Carousel, FAQ"
eveil des sens,52,52,2400,60.45,1.13,https://www.delifrance.com/fr/eveil-des-sens.html,0,0,0.00,0,4060000,"[66,66,66,83,66,83,83,83,100,83,100,83]",1585526325,"Local pack, Site links, FAQ"
mini fondant au chocolat,47,43,2400,83.94,2.49,https://www.delifrance.com/fr/coeur-fondant-chocolat.html,0,0,0.00,0.01,7690000,"[83,83,66,83,66,55,66,66,100,100,100,83]",1585593473,"Image pack, Image, Video Carousel"
foret noire gateau,54,54,2400,85.84,0.00,https://www.delifrance.com/ch_fr/patisserie/tartes-gateaux/gateau-foret-noire.html,0,0,0.00,0.04,267000,"[43,43,36,55,43,43,55,55,82,82,100,55]",1585209666,"Knowledge panel, Image, Video Carousel"
pain ciabatta,31,31,2400,83.69,0.00,https://www.delifrance.com/fr/pain/pains-sandwich/ciabatta.html,1,0,0.00,0.04,2530000,"[66,83,66,83,83,83,100,83,83,83,66,83]",1585245882,"Knowledge panel, Site links, Image, Video Carousel"
baguette box,95,0,2400,86.96,0.42,https://www.delifrance.com/uk/baguette-mit-runden-enden-poolish.html,0,0,0.00,0.08,122000000,"[4,7,11,13,24,24,24,36,67,67,82,100]",1585537410,"Knowledge panel, Image pack, Site links, Video"
tartelette citron,38,38,2400,89.87,0.00,https://www.delifrance.com/be_fr/28283-tartelette-citron-meringuee.html,1,0,0.00,0.01,782000,"[81,100,67,81,53,44,53,53,81,81,100,67]",1585400667,"Knowledge panel, Image, Video Carousel"
religieuse au chocolat,41,41,2400,85.22,0.00,https://www.delifrance.com/fr/religieuse-au-chocolat.html,0,0,0.00,0.08,1160000,"[30,44,35,100,30,30,35,44,67,44,30,44]",1585026045,"Knowledge panel, Image, Video Carousel"
friand au fromage,30,30,2400,86.06,0.00,https://www.delifrance.com/fr/friand-fromage.html,3,0.02,0.00,0.01,335000,"[66,66,45,83,55,55,55,83,83,100,83,100]",1585206166,"Image pack, Image, Video Carousel"
pain aux raisins,32,32,2400,83.31,0.00,https://www.delifrance.com/be_fr/pain-aux-raisins.html,1,0,0.00,0.01,19100000,"[83,100,66,66,66,66,83,100,100,100,83,100]",1585094666,"Knowledge panel, Video, Image, Video Carousel"
malt d orge,56,74,2400,69.99,0.34,https://www.delifrance.com/be_fr/pain-pyrenees-au-malt-d-orge.html,0,0,0.00,1,1120000,"[55,66,83,83,83,100,100,83,83,83,100,83]",1585580540,"Knowledge panel, Site links, Video Carousel, People also ask"
patisserie francaise,13,12,2400,84.1,1.25,https://www.delifrance.com/fr/patisserie.html,21,0.2,27.00,0,1340000,"[67,67,53,53,53,67,67,67,100,81,81,81]",1585592464,"Image pack, Video, Image, Video Carousel"
croissant jambon,29,29,2400,91.37,0.00,https://www.delifrance.com/fr/croissant-jambon-fromage.html,3,0.02,0.00,0,1210000,"[66,83,66,83,55,45,55,66,83,83,100,83]",1585260182,"Knowledge panel, Image, Video Carousel"
