Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
patés,89,89,110,82.93,0.00,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,0,0,0.00,0.09,14800000,"[41,53,65,53,41,53,53,53,65,65,82,100]",1584017995,"Knowledge panel, Site links, Reviews, Image, Video Carousel"
arytza,1,1,110,73.45,0.00,https://www.aryztafoodsolutions.fr/,88,5.87,0.00,0,542000,"[64,64,79,64,79,79,64,79,100,79,64,79]",1584986609,"Knowledge panel, Local pack, Image pack, Site links, Video"
aritzia france,37,37,110,49.63,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0,100,"[27,12,42,35,27,27,42,35,65,100,65,65]",1583103001,"Image pack, Site links, Reviews, Video"
hubert coup de pates,2,2,90,66.48,0.00,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,2,0.13,0.00,0,77,"[79,50,64,64,64,79,64,50,79,100,100,64]",1583417576,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
agence otis,45,45,90,82.23,0.00,https://www.aryztafoodsolutions.fr/marques/Otis-Spunkmeyer,0,0,0.00,0.04,93,"[71,29,14,100,14,14,14,57,29,14,14,14]",1584892761,"Local pack, Image pack, Video Carousel, FAQ"
picto food,23,23,90,76.56,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0,9500000,"[24,24,41,29,29,53,65,65,100,100,100,65]",1583973433,"Image pack, Site links, Reviews"
lettre de motivation responsable administration des ventes,86,86,90,73.43,0.00,https://www.aryztafoodsolutions.fr/nous-rejoindre/postuler?offre=11472,0,0,0.00,0.16,6070000,"[40,80,100,40,20,20,40,20,40,20,20,100]",1583577105,"Image pack, Reviews"
rejoindre nous,90,90,90,71.43,0.00,https://www.aryztafoodsolutions.fr/nous-rejoindre,0,0,0.00,0.02,0,"[20,20,20,20,60,40,20,20,20,100,40,20]",1583296893,
marque snacking,65,66,90,69.47,0.00,https://www.aryztafoodsolutions.fr/marques/La-Carte-d-Hubert,0,0,0.00,0.01,521000,"[14,57,71,14,14,14,57,14,71,14,43,100]",1585562536,"Image pack, Site links"
marque surgelé logo,61,61,90,78.9,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0,7130000,"[14,14,14,14,14,14,57,14,14,14,100,14]",1585166489,"Image pack, Site links, Video"
normandie gel distribution,36,36,90,85.78,0.00,https://www.aryztafoodsolutions.fr/notre-societe/nos-implantations,0,0,0.00,0.01,1970000,"[60,20,40,20,40,20,20,20,20,100,40,20]",1583976922,Knowledge panel
lettre de motivation gestionnaire de base de données,54,54,90,80.17,0.00,https://www.aryztafoodsolutions.fr/nous-rejoindre/postuler?offre=10381,0,0,0.00,0,926000,"[100,100,100,100,0,100,100,100,100,100,0,100]",1585059823,"Image pack, Featured snippet"
r & d manager,37,37,90,79.84,0.00,https://www.aryztafoodsolutions.fr/offre/-/11328,0,0,0.00,0,3650000000,"[20,20,20,20,100,20,60,20,20,0,20,20]",1584164063,"Knowledge panel, Featured snippet, Video Carousel"
siege social otis,58,63,90,80.89,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0,90,"[20,20,20,20,20,20,20,60,20,40,20,100]",1585573349,"Knowledge panel, Image pack, Site links"
coup de pates prix,4,4,90,72.81,0.00,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,1,0.06,0.00,0.01,2510000,"[11,11,22,11,11,22,56,100,11,78,33,22]",1585242268,"Image pack, Site links, Image"
pâtes surgelées restauration,74,74,90,56.44,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0.74,302000,"[11,11,11,11,11,11,11,56,11,56,11,100]",1583896979,"Image pack, Reviews, Video, AdWords bottom"
boul pat littoral,32,32,90,79.07,0.00,https://www.aryztafoodsolutions.fr/notre-societe/nos-implantations,0,0,0.00,0,97,"[25,25,25,50,75,25,25,100,25,25,25,25]",1585465734,"Knowledge panel, Image pack, FAQ"
sud de france export recrutement,86,86,90,73.95,0.00,https://www.aryztafoodsolutions.fr/nous-rejoindre/offres-d-emploi,0,0,0.00,0,2880000,"[20,0,0,0,0,0,0,0,100,0,0,0]",1585209808,Site links
postuler à starbucks,45,45,90,82.17,0.14,https://www.aryztafoodsolutions.fr/marques/Nos-Solutions-Cafe-Starbucks,0,0,0.00,0.21,99,"[11,22,11,11,44,33,44,11,11,11,22,100]",1584842463,"Image pack, Site links, Jobs search"
lettre de motivation r&d,79,79,90,75.49,0.00,https://www.aryztafoodsolutions.fr/nous-rejoindre/postuler?offre=11328,0,0,0.00,0,194000,"[22,100,56,56,11,11,11,11,100,11,11,11]",1585108983,"Image pack, Featured snippet"
jallon coup de pate lyon,6,6,90,58.26,0.00,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,0,0,0.00,0,93,"[20,60,20,20,100,20,20,0,20,20,20,20]",1583180586,"Image pack, Site links, Reviews"
boulanger organigramme,80,80,70,72.8,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0.03,81600,"[100,33,33,22,11,11,11,11,11,11,11,11]",1583417438,"Image pack, Site links, Video Carousel"
itunes espace client,52,52,70,27.04,0.00,https://www.aryztafoodsolutions.fr/Shop,0,0,0.00,0,468000,"[25,25,75,25,75,25,100,50,25,25,50,25]",1583224535,"Reviews, Video"
un air d ici recrutement,67,67,70,73.22,0.00,https://www.aryztafoodsolutions.fr/nous-rejoindre/postuler,0,0,0.00,0.17,52300000,"[0,0,0,0,0,0,0,0,100,100,100,100]",1585004627,Jobs search
siege social otis france,64,64,70,79.16,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0,91,"[0,0,0,0,43,100,14,14,14,14,29,100]",1584163976,"Knowledge panel, Image pack, Reviews"
otis siege,86,86,70,81.04,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0.08,96,"[29,57,14,29,29,29,14,57,71,43,100,14]",1584864215,"Knowledge panel, Image pack, Video"
starbucks food,50,50,70,74.27,0.00,https://www.aryztafoodsolutions.fr/marques/Nos-Solutions-Cafe-Starbucks,0,0,0.00,0.04,252000000,"[11,11,11,56,11,11,11,78,100,56,11,22]",1583672505,"Image pack, Site links, Reviews, Video Carousel"
starbucks drome,76,76,70,83.12,0.00,https://www.aryztafoodsolutions.fr/contact,0,0,0.00,0,91,"[50,100,50,50,100,50,50,50,50,50,50,50]",1585233044,"Knowledge panel, Image pack, Video"
recrutement hubert,63,63,70,73.12,0.00,https://www.aryztafoodsolutions.fr/nous-rejoindre/postuler,0,0,0.00,0,5300000,"[20,60,20,60,100,20,20,20,60,20,20,20]",1584627311,"Image pack, Video, Video Carousel, FAQ"
organigramme otis france,18,18,70,77.96,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0.09,75,"[100,33,33,100,33,67,33,33,67,33,100,33]",1583511775,"Image pack, Reviews, Video, Featured snippet"
76 f to c,75,75,70,69.32,0.00,https://www.aryztafoodsolutions.fr/offre/-/11846,0,0,0.00,0,4730000000,"[14,71,14,14,14,14,14,100,57,29,14,14]",1585414707,"Instant answer, Image pack"
coup de pate croissant,12,12,70,67.62,0.00,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,0,0,0.00,0,637000,"[0,0,0,0,0,0,0,0,0,100,100,100]",1584907850,"Image pack, Site links, Featured snippet, Image, Video Carousel"
distribution de coups,71,71,70,81.63,0.00,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,0,0,0.00,0,0,"[0,0,0,33,100,0,67,0,0,33,0,0]",1583288968,"Image pack, Site links, Reviews, Video Carousel"
coup des pates,2,2,70,70.29,0.00,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,1,0.06,0.00,0,22400000,"[14,100,29,29,14,14,14,71,0,14,14,0]",1585206248,"Knowledge panel, Image pack, Site links, Video Carousel"
groupe hubert,19,19,70,76.3,0.00,https://www.aryztafoodsolutions.fr/notre-societe,0,0,0.00,0,29200000,"[35,4,4,100,8,4,4,4,8,4,4,4]",1584710947,"Knowledge panel, Image pack, Reviews, Video, Video Carousel"
lettre de motivation alternance rse,43,43,70,74.39,0.00,https://www.aryztafoodsolutions.fr/nous-rejoindre/postuler?offre=6891,0,0,0.00,0,85,"[0,0,0,0,0,0,50,50,50,50,100,100]",1584442864,"Image pack, Featured snippet, AdWords top"
stage acheteur,69,69,70,81.45,0.44,https://www.aryztafoodsolutions.fr/offre/-/10425,0,0,0.00,0.17,4100000,"[3,13,3,3,3,3,6,3,6,3,3,100]",1583582879,"Image pack, Jobs search"
offre manager,75,75,70,81.58,0.16,https://www.aryztafoodsolutions.fr/offre/-/11323,0,0,0.00,0.21,130000000,"[11,11,100,22,11,11,11,11,11,33,11,22]",1585209631,Jobs search
starbucks haute savoie,73,73,70,86.52,0.00,https://www.aryztafoodsolutions.fr/contact,0,0,0.00,0,98,"[20,20,100,20,20,20,20,80,20,20,20,20]",1583687833,"Local pack, Image pack, Reviews, Video"
cdi transport,54,54,70,74.35,2.28,https://www.aryztafoodsolutions.fr/offre/-/10574,0,0,0.00,0.14,76,"[20,20,20,60,100,20,20,20,20,40,20,20]",1584165143,"Knowledge panel, Image pack, Site links"
otis spunkmeyer muffins,7,7,70,58.68,0.00,https://www.aryztafoodsolutions.fr/marques/Otis-Spunkmeyer,2,0.13,0.00,0.32,43300,"[14,14,14,14,14,14,14,14,14,14,100,14]",1585386405,"Image pack, Site links, Image, Video Carousel, FAQ"
au coup de pate,4,4,70,75.94,0.00,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,0,0,0.00,0,28900000,"[67,33,33,33,33,100,33,0,0,33,0,0]",1585113010,"Knowledge panel, Image pack, Site links, Video Carousel"
marque coffee,88,88,70,76.1,0.00,https://www.aryztafoodsolutions.fr/marques/Nos-Solutions-Cafe-Starbucks,0,0,0.00,0.5,94800000,"[25,25,0,100,25,25,25,25,25,25,25,25]",1583976247,"Local pack, Image pack, Site links, Reviews, Featured snippet"
description processus paie,61,61,70,74.11,0.00,https://www.aryztafoodsolutions.fr/offre/-/9938,0,0,0.00,0.06,3410000,"[11,11,100,11,11,11,11,44,22,11,100,11]",1583234326,"Image pack, Reviews, Video, Featured snippet"
formation chauffeur livreur loire atlantique,45,45,50,80.9,0.00,https://www.aryztafoodsolutions.fr/offre/-/11655,0,0,0.00,0,54,"[11,100,0,0,11,0,0,0,11,11,0,22]",1584705861,"Image pack, Video, Featured snippet, Jobs search, FAQ"
finis logo,92,92,50,58.46,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0,84500000,"[0,50,50,0,100,50,50,0,50,0,0,0]",1583814430,"Image pack, Site links, Reviews"
starbucks siege social,64,65,50,87.3,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0,1410000,"[14,14,14,14,14,14,29,14,100,29,29,14]",1585530149,"Knowledge panel, Image pack, Site links"
starbucks recrutement strasbourg,60,60,50,82.01,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0,90,"[60,20,100,60,20,80,20,20,20,20,20,40]",1584464486,"Image pack, Reviews, Jobs search"
cdi supply chain,66,66,50,78.66,0.42,https://www.aryztafoodsolutions.fr/offre/-/11568,0,0,0.00,0.28,39300000,"[22,11,33,11,100,11,11,11,11,11,11,11]",1584979273,"Image pack, Jobs search"
otis communication,31,31,50,52.32,0.00,https://www.aryztafoodsolutions.fr/marques/Otis-Spunkmeyer,0,0,0.00,0,7560000,"[14,14,14,0,14,100,0,14,14,0,14,14]",1583263255,"Image pack, Reviews, Video, Video Carousel"
coups de pattes,57,57,50,72.47,0.00,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,0,0,0.00,0,5770000,"[25,100,25,25,25,50,25,25,25,25,25,25]",1584612583,"Site links, Reviews, Video Carousel"
aryzta food solutions uk,2,2,50,60.28,0.00,https://www.aryztafoodsolutions.fr/,1,0.06,0.00,0,158000,"[25,75,25,100,25,25,25,0,25,0,50,25]",1583708776,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
aryzta food solutions uk,3,3,50,60.28,0.00,https://www.aryztafoodsolutions.fr/notre-societe,0,0,0.00,0,158000,"[25,75,25,100,25,25,25,0,25,0,50,25]",1583708776,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
candidature spontanée chevron,16,16,50,73.96,0.00,https://www.aryztafoodsolutions.fr/nous-rejoindre/postuler,0,0,0.00,0.06,95,"[0,0,40,20,20,20,20,20,40,20,80,100]",1584946866,Image pack
lettre de motivation adv,56,56,50,76.32,0.00,https://www.aryztafoodsolutions.fr/nous-rejoindre/postuler?offre=12415,0,0,0.00,0,109000,"[43,14,14,100,14,14,14,14,14,100,14,14]",1585403961,"Image pack, Featured snippet"
starbucks angers recrutement,19,19,50,76.91,0.00,https://www.aryztafoodsolutions.fr/nous-rejoindre/offres-d-emploi,0,0,0.00,0.12,0,"[40,20,80,20,20,100,40,20,20,20,20,40]",1583296517,"Local pack, Image pack"
aryzta ferrieres en brie,1,1,50,76.9,0.00,https://www.aryztafoodsolutions.fr/contact,40,2.67,0.00,0,68,"[33,33,67,33,67,33,100,100,33,33,33,100]",1583470964,"Knowledge panel, Image pack, Site links, Reviews, Video"
aryzta ferrieres en brie,2,2,50,76.9,0.00,https://www.aryztafoodsolutions.fr/,1,0.06,0.00,0,68,"[33,33,67,33,67,33,100,100,33,33,33,100]",1583470964,"Knowledge panel, Image pack, Site links, Reviews, Video"
groupe aryzta,1,1,50,77.35,0.00,https://www.aryztafoodsolutions.fr/notre-societe,40,2.67,0.00,0,91,"[0,0,0,0,100,100,100,100,100,100,100,100]",1584540022,"Image pack, Site links, Reviews, Video Carousel"
groupe aryzta,2,2,50,77.35,0.00,https://www.aryztafoodsolutions.fr/,1,0.06,0.00,0,91,"[0,0,0,0,100,100,100,100,100,100,100,100]",1584540022,"Image pack, Site links, Reviews, Video Carousel"
aryzta zurich,6,6,50,70.48,0.00,https://www.aryztafoodsolutions.fr/notre-societe,0,0,0.00,0,90600,"[20,0,0,0,20,20,0,0,0,0,20,100]",1583263630,"Knowledge panel, Site links, Reviews"
prochasson fabrice,43,43,50,75.36,0.00,https://www.aryztafoodsolutions.fr/notre-societe/nos-savoir-faire,0,0,0.00,0,44400,"[0,0,0,0,0,0,0,0,57,14,100,14]",1585326584,"Image pack, Video Carousel"
eshop starbucks,9,9,50,67.15,0.00,https://www.aryztafoodsolutions.fr/marques/Nos-Solutions-Cafe-Starbucks,0,0,0.00,0,1460000,"[100,20,20,60,0,20,0,20,20,40,20,40]",1583399799,"Image pack, Reviews, Video"
france nord distribution lomme,37,37,50,88.16,0.00,https://www.aryztafoodsolutions.fr/Aryzta-Food-Solutions/Objets/Offres/FND%20-%20Comptable%20clients%20-%20092019.pdf,0,0,0.00,0,137000,"[100,14,14,29,43,29,14,14,14,14,29,14]",1584964821,"Knowledge panel, Image pack"
muffin pomme cannelle et caramel au starbucks,22,22,50,86.88,0.00,https://www.aryztafoodsolutions.fr/marques/Otis-Spunkmeyer,0,0,0.00,0,87,"[25,100,0,50,0,0,0,0,0,25,0,25]",1585486707,"Image pack, Video, Image"
france distribution hubert,27,27,50,82.63,0.00,https://www.aryztafoodsolutions.fr/notre-societe,0,0,0.00,0,14200000,"[78,100,11,22,11,11,56,11,11,11,11,44]",1585235072,"Knowledge panel, Image pack"
concurrent de boulanger,38,38,50,87.34,0.00,https://www.aryztafoodsolutions.fr/notre-societe/metiers/Boulanger-Patissier,0,0,0.00,0.01,949000,"[100,20,100,20,40,20,20,20,20,100,80,20]",1584226938,"Image pack, Reviews, Featured snippet"
logo des marques solution,69,69,50,78.7,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0,87200000,"[14,29,14,43,14,14,14,14,14,14,71,100]",1583522254,"Image pack, Site links, Reviews, Video Carousel"
projet r&d définition,66,66,50,69.19,2.22,https://www.aryztafoodsolutions.fr/offre/-/11328,0,0,0.00,0.17,1290000,"[14,100,14,14,14,14,14,14,14,14,29,14]",1585188137,"Site links, Featured snippet"
pat boul de provence,65,65,50,67.98,0.00,https://www.aryztafoodsolutions.fr/notre-societe/nos-implantations,0,0,0.00,0.01,69,"[40,20,20,40,20,40,20,20,100,60,20,20]",1584810271,"Knowledge panel, Image pack"
cdd chef de projet digital,67,67,50,80.1,1.14,https://www.aryztafoodsolutions.fr/offre/-/11325,0,0,0.00,0.31,691000,"[0,0,0,29,43,29,29,14,100,71,29,14]",1584160155,"Image pack, Jobs search"
organigramme otis,88,88,50,77.33,0.00,https://www.aryztafoodsolutions.fr/,0,0,0.00,0.06,91,"[25,25,25,50,25,100,25,25,25,25,25,50]",1584203356,"Image pack, Featured snippet"
postuler starbucks paris,59,59,50,80.99,0.00,https://www.aryztafoodsolutions.fr/nous-rejoindre/offres-d-emploi,0,0,0.00,0.29,88,"[29,71,71,29,14,14,0,14,14,29,14,100]",1585080041,"Image pack, Site links, Jobs search"
coup de pâte catalogue,4,4,50,59.95,0.00,https://www.aryztafoodsolutions.fr/marques/Coup-de-pates,0,0,0.00,0.03,643000,"[14,14,14,14,14,14,14,14,29,100,14,57]",1583701950,"Image pack, Site links, Reviews, Image, Video Carousel"
64 01,62,62,50,78.76,0.00,https://www.aryztafoodsolutions.fr/contact,0,0,0.00,0,6490000000,"[0,33,67,0,0,33,33,67,33,33,33,100]",1584705590,"Image pack, Reviews, Video Carousel"
starbucks brioche,44,44,50,84.58,0.00,https://www.aryztafoodsolutions.fr/offre/-/10425,0,0,0.00,0,1590000,"[0,0,100,20,40,0,20,20,40,0,20,0]",1585231023,"Image pack, Video, Image, Video Carousel, FAQ"
reactivit belfort,91,45,50,71.64,0.00,https://www.aryztafoodsolutions.fr/offre/-/10574,0,0,0.00,0,386000,"[20,40,40,20,100,60,40,20,20,20,20,20]",1585591417,Knowledge panel
gamme starbucks,63,63,50,81,0.00,https://www.aryztafoodsolutions.fr/marques/Nos-Solutions-Cafe-Starbucks,0,0,0.00,0.06,388000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1583951625,"Image pack, Reviews"
compte cle rhf,67,67,50,78.44,0.00,https://www.aryztafoodsolutions.fr/offre/-/11326,0,0,0.00,0.04,74,"[71,29,14,14,100,43,14,14,14,71,14,14]",1585252851,Image pack
digital category manager,99,99,50,71.79,0.00,https://www.aryztafoodsolutions.fr/offre/-/11911,0,0,0.00,0,530000000,"[75,25,25,100,25,0,0,25,25,25,25,50]",1583741051,"Site links, Video"
fnd distribution,48,48,50,73.41,0.00,https://www.aryztafoodsolutions.fr/Aryzta-Food-Solutions/Objets/Offres/FND%20-%20Comptable%20clients%20-%20092019.pdf,0,0,0.00,0,98,"[0,20,100,20,60,20,0,0,0,0,0,0]",1583352391,"Local pack, Image pack"
hiestand boulangerie,14,14,50,73.04,0.00,https://www.aryztafoodsolutions.fr/notre-societe,0,0,0.00,0,84,"[0,14,0,0,0,0,0,100,0,29,14,14]",1584896590,"Local pack, Image pack, Video"
