Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
bun,19,18,5400,87.74,0.87,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Snacking/Bun-n-Roll-85g/p/36967,16,0.35,14.00,0.01,515000000,"[67,82,67,82,67,82,82,82,82,100,82,100]",1585574241,"Instant answer, Knowledge panel, Site links, Image, Video Carousel"
pain au chocolat ou chocolatine,67,65,4400,88.56,0.00,https://pro.bridordefrance.com/pain-chocolat-chocolatine,0,0,0.00,0,296000,"[54,100,67,67,67,81,81,81,81,81,81,67]",1585555145,"Knowledge panel, Site links, Video, Featured snippet, Image, Video Carousel, People also ask"
pain de campagne,81,86,3600,86.68,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Pain-de-campagne-BIO-400g/p/37448,0,0,0.00,0.01,27100000,"[66,66,55,66,55,66,82,82,100,100,100,100]",1585569733,"Knowledge panel, Image, Video Carousel, People also ask"
bridor,1,1,3600,87.7,0.07,https://www.bridordefrance.com/bridor/fr/EUR/,2880,64.28,201.00,0,481000,"[44,44,55,44,44,44,36,55,100,55,44,67]",1585540445,"Knowledge panel, Local pack, Image pack, Site links, Video, Video Carousel, FAQ"
chausson au pomme,96,87,2900,89.2,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Chausson-aux-Pommes-105g/p/30228,0,0,0.00,0.01,4800000,"[44,100,44,44,30,30,35,54,81,81,54,81]",1585600012,"Knowledge panel, Image, Video Carousel"
petit pain,13,13,2900,82.72,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Petit-Pain-Multigrains-40g/p/37090,26,0.58,0.00,0.06,216000000,"[55,66,55,82,55,66,66,66,82,82,100,100]",1585594903,"Knowledge panel, Local pack, Image pack, Image, Video Carousel"
como esta,53,50,2900,92.17,0.00,https://pro.bridordefrance.com/recette/bunnroll-esta-como-un-lulo,0,0,0.00,0,4880000000,"[83,100,100,100,83,100,100,100,100,100,83,83]",1585529910,"Instant answer, Image pack, Video Carousel"
pain brioché,77,80,2900,83.99,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Pain-Brioche-facon-Viennois-130g/p/36110,0,0,0.00,0.04,818000,"[44,54,44,67,44,35,44,54,67,67,100,81]",1585544389,"Knowledge panel, Video, Image, Video Carousel"
moelleux nature,74,74,2400,84.79,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/SO-moelleux-Nature-100g/p/36417,0,0,0.00,0,6350000,"[55,66,55,55,43,36,36,43,100,82,55,55]",1585353616,"Image pack, Image, Video Carousel"
panier de fruits,86,80,2400,67.84,0.73,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Mix-Mini-Panier-aux-Fruits-40g/p/31507,0,0,0.00,0.98,71400000,"[30,36,36,43,43,55,36,43,55,66,100,66]",1585537284,"Local pack, Image pack, Site links, Image, Video Carousel"
biseauté,70,70,1900,91.9,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Triangle/Pain-Biseaute-Nature-80g/p/37253,0,0,0.00,0.16,1050000,"[67,79,79,79,79,79,67,100,100,79,67,100]",1585195069,"Image pack, Featured snippet"
roulé au fromage,89,89,1900,84.41,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Snacking/Roule-Jambon-Fromage-120g/p/33123,0,0,0.00,0.07,9860000,"[45,55,55,83,45,45,55,55,66,66,100,66]",1585285759,"Image pack, Video, Image, Video Carousel"
croissant aux amandes,38,38,1900,83.61,0.00,https://pro.bridordefrance.com/recette/croissant-aux-amandes,1,0.02,0.00,0.01,754000,"[67,79,67,79,67,67,79,79,100,100,100,100]",1585087521,"Image pack, Image, Video Carousel"
chocolatine ou pain au chocolat,69,69,1600,87.58,0.00,https://pro.bridordefrance.com/pain-chocolat-chocolatine,0,0,0.00,0,332000,"[79,79,42,67,100,67,79,79,100,67,67,67]",1585036667,"Knowledge panel, Site links, Featured snippet, Image, Video Carousel, People also ask"
brioche façon pain perdu,53,53,1600,82.31,0.00,https://pro.bridordefrance.com/recette/cube-de-brioche-facon-pain-perdu,0,0,0.00,0,683000,"[84,100,84,84,53,53,68,84,100,100,100,100]",1585091656,"Image pack, Site links, Image, Video Carousel"
mini croissant,22,22,1300,85.04,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Mini-Croissant-20g/p/30179,1,0.02,0.00,0.03,45600000,"[25,30,30,83,34,30,30,34,34,45,100,34]",1585270847,"Image pack, Image, Video Carousel"
pain seigle,84,84,1300,84.17,0.83,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Pain-seigle-citron-330g/p/34110,0,0,0.00,0.91,2910000,"[63,81,63,63,55,63,63,81,81,81,100,100]",1585203266,"Knowledge panel, Site links, Featured snippet, Image, Video Carousel"
torsade chocolat,18,17,1000,79.26,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Torsade-Chocolat-120g/p/30302,3,0.06,0.00,0.01,163000,"[30,63,55,63,55,55,63,63,100,63,63,81]",1585569749,"Image pack, Image, Video Carousel"
vivre healthy,82,82,1000,71.79,0.00,https://pro.bridordefrance.com/les-tendances-alimentaires-comment-les-francais-vivent-healthy,0,0,0.00,0,14900000,"[55,63,81,81,63,63,63,63,100,81,55,63]",1585177164,"Image pack, Site links, Video Carousel"
pain au chocolat chocolatine,64,64,1000,85.87,0.00,https://pro.bridordefrance.com/pain-chocolat-chocolatine,0,0,0.00,0.02,310000,"[28,100,13,13,20,28,36,28,28,24,24,24]",1585098927,"Knowledge panel, Featured snippet, Image, Video Carousel, People also ask"
roulé jambon fromage,25,25,1000,86.74,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Snacking/Roule-Jambon-Fromage-120g/p/33123,1,0.02,0.00,0.02,651000,"[46,38,38,68,46,46,46,46,68,84,100,53]",1585400723,"Image pack, Image, Video Carousel"
chocolatine pain au chocolat,74,74,1000,88.96,0.00,https://pro.bridordefrance.com/pain-chocolat-chocolatine,0,0,0.00,0.02,247000,"[37,100,45,30,45,100,100,55,63,81,81,63]",1585029525,"Knowledge panel, Site links, Featured snippet, Image, Video Carousel, People also ask"
klipal 600,72,72,880,83.9,0.00,https://www.bridordefrance.com/traductions/archive/783158-does-codeine-phosphate-damage-your-liver.pdf,0,0,0.00,0,75,"[30,37,45,77,100,77,68,77,100,68,37,77]",1585127068,"Image pack, Site links, People also ask"
pain au cereale,93,93,880,82.44,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Pain-Cereales-et-Graines-400g/p/37742,0,0,0.00,0.2,24300000,"[68,77,55,55,45,55,68,68,77,77,68,100]",1585292653,"Image pack, Image, Video Carousel, People also ask"
pain cereale,82,82,880,80.78,0.34,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Pain-Cereales-et-Graines-400g/p/37742,0,0,0.00,0.23,283000,"[88,100,72,88,72,72,88,100,100,100,100,100]",1585375368,"Image pack, Image, Video Carousel"
chocolatine origine,22,22,880,84.76,0.00,https://pro.bridordefrance.com/pain-chocolat-chocolatine,1,0.02,0.00,0,50100,"[37,100,68,55,68,68,77,68,55,55,55,68]",1585098158,"Knowledge panel, Image pack, Site links, Video, Video Carousel, People also ask"
café à emporter,83,83,880,84.04,1.41,https://pro.bridordefrance.com/cafe-gourmand-a-emporter,0,0,0.00,0.05,25700000,"[59,72,72,72,72,88,88,100,100,100,88,88]",1585335639,"Local pack, Image pack, Image, Video Carousel"
pain au seigle,43,43,880,86.58,0.73,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Petit-Pain-au-Seigle-45g/p/31480,0,0,0.00,0.7,2810000,"[72,88,72,72,59,59,72,72,88,88,100,88]",1585149261,"Knowledge panel, Site links, Featured snippet, Image, Video Carousel, People also ask"
poppy seeds,84,84,880,72.94,0.05,https://www.bridordefrance.com/bridor/en/EUR/bridor/en/EUR/p/33001,0,0,0.00,0.03,30000000,"[68,55,55,68,55,68,77,100,68,68,77,68]",1585115992,"Instant answer, Knowledge panel, Image pack, Site links, Video Carousel"
diazepam 5mg,55,55,880,86.59,0.00,https://www.bridordefrance.com/traductions/archive/941782-para-que-sirve-el-medicamento-diazepam-5mg.pdf,0,0,0.00,0,7570000,"[30,55,81,81,30,37,55,100,63,30,45,63]",1585242062,Site links
triangle aux amandes,25,26,880,81.5,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Triangle-aux-Amandes-90g/p/30310,1,0.02,0.00,0,898000,"[30,25,30,100,45,17,20,20,25,25,25,30]",1585594980,"Knowledge panel, Image, Video Carousel"
chausson pomme,95,95,720,88.82,0.45,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Chausson-aux-Pommes-105g/p/30228,0,0,0.00,0.03,371000,"[68,68,45,45,25,30,37,68,100,100,55,77]",1585393590,"Knowledge panel, Image, Video Carousel"
catalogue madeleine,32,32,720,78.05,0.35,https://www.bridordefrance.com/bridor/fr/EUR/bridor/fr/EUR/p/35430,0,0,0.00,0.21,9400000,"[100,82,82,82,67,55,67,67,82,82,55,100]",1585087132,"Image pack, Site links, FAQ"
rye bread,81,78,720,75.92,0.00,https://www.bridordefrance.com/bridor/en/EUR/bridor/en/EUR/p/34110,0,0,0.00,0.02,117000000,"[82,82,82,82,82,100,82,82,100,82,82,100]",1585551683,"Knowledge panel, Site links, Image, Video Carousel"
95g,48,48,720,80.92,0.25,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Extravagant-Choco-Cr%C3%A8me-95g/p/36622,0,0,0.00,0.71,11700000,"[30,37,37,45,68,100,77,55,77,55,68,77]",1585495750,"Image pack, Video Carousel"
sandwich italien,68,68,720,82.87,0.00,https://pro.bridordefrance.com/recette/sandwich-litalien,0,0,0.00,0.01,19500000,"[68,55,55,45,45,68,68,45,45,45,55,100]",1585285836,"Knowledge panel, Local pack, Image pack, Image, Video Carousel"
recette moelleux nature,63,63,720,86.83,0.00,https://pro.bridordefrance.com/recette/so-moelleux-nature-loriental,0,0,0.00,0,97,"[45,55,45,55,45,37,37,37,100,77,45,45]",1585143721,"Image pack, Image, Video Carousel"
le levain,49,49,720,74.18,0.00,https://pro.bridordefrance.com/le-levain-decryptage-dune-matiere-vivante,0,0,0.00,0.02,4420000,"[72,72,59,72,48,48,59,100,100,72,72,72]",1585288079,"Knowledge panel, Local pack, Site links, Image, Video Carousel, People also ask"
patisserie versailles,53,54,720,74.89,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Patisseries/Plateau--Versailles/p/35982,0,0,0.00,0.01,3370000,"[45,45,55,55,45,55,68,55,55,55,100,68]",1585583920,"Local pack, Image pack, Site links, Video Carousel"
roulé jambon,55,55,720,87.26,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Snacking/Roule-Jambon-Fromage-120g/p/33123,0,0,0.00,0.01,673000,"[30,37,37,55,37,45,37,37,37,30,100,45]",1585141342,"Image pack, Image, Video Carousel"
pain au chocolat vs chocolatine,64,67,720,87.68,0.00,https://pro.bridordefrance.com/pain-chocolat-chocolatine,0,0,0.00,0.01,31900,"[37,68,30,37,45,77,100,68,68,55,68,55]",1585570044,"Knowledge panel, Video, Featured snippet, Video Carousel, People also ask"
paris brest revisité,38,38,720,70.93,0.00,https://pro.bridordefrance.com/recette/bunnroll-le-paris-brest-revisite,0,0,0.00,0,369000,"[45,45,45,37,25,30,30,68,100,100,77,68]",1585443964,"Image pack, Image, Video Carousel"
suisse viennoiserie,28,28,720,85.95,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Suisse-Chocolat-100g/p/33441,1,0.02,0.00,0,314000,"[59,72,59,59,48,48,72,72,100,88,88,100]",1585421934,"Knowledge panel, Image, Video Carousel"
roulé cannelle,75,71,720,84.88,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Roule/Roule-Cannelle-100g/p/32160,0,0,0.00,0.03,397000,"[25,25,21,25,21,21,25,46,68,68,100,53]",1585555500,"Knowledge panel, Image, Video Carousel"
macaron caramel beurre salé,79,79,590,83.7,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Patisseries/Plateau-de-Macarons-Monoparfum-Caramel-au-Beurre-sale-12g/p/35724,0,0,0.00,0.14,312000,"[30,45,37,30,24,20,24,30,45,63,100,30]",1585368133,"Image, Video Carousel"
break site,33,0,590,69.27,3.23,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Stick/B-Break-Chorizo-70g/p/37394,0,0,1.00,0.03,3160000000,"[45,77,30,25,13,100,16,37,55,25,30,55]",1585543664,"Site links, People also ask"
patisserie lenotre,74,74,590,82.99,26.31,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Patisseries/Assortiment-de-Macarons--n%C2%B02---12-g/p/34111,0,0,0.00,0.05,91700,"[45,45,45,45,30,30,30,37,45,68,100,55]",1585429315,"Local pack, Image pack, Site links, Image, Video Carousel, FAQ"
pain batard,25,25,590,77.18,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Le-Batard-540g/p/33365,0,0,0.00,0,266000,"[55,67,82,100,67,82,67,67,55,67,67,67]",1585564066,"Knowledge panel, Site links, Image, Video Carousel, People also ask"
dessert préféré des français,46,48,590,87.7,0.00,https://pro.bridordefrance.com/desserts-preferes-francais-chiffres,0,0,0.00,0.01,11400000,"[100,82,82,82,67,67,67,54,67,67,82,100]",1585591415,"Video, Featured snippet, Image, Video Carousel"
schnecke,69,69,590,76.08,0.00,https://www.bridordefrance.com/bridor/de/EUR/Katalog/Familie/Feingeb%C3%A4ck/Mix-Mini-Schnecke-Arc-en-Ciel-40g/p/36734,0,0,0.00,0,5060000,"[36,55,55,67,82,67,82,100,82,82,82,82]",1585497528,"Instant answer, Knowledge panel, Video Carousel"
torsade au chocolat,42,42,590,81.16,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Mini-Torsade-Chocolat-28g/p/31293,0,0,0.00,0,517000,"[82,55,55,55,44,55,55,67,100,82,67,67]",1585425657,"Image pack, Image, Video Carousel"
pate d ours,91,88,590,80.34,0.20,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Patte-d%27Ours-Cacao-Noisette-80g/p/32443,0,0,0.00,0.96,8150000,"[82,82,82,82,82,67,82,82,100,100,82,100]",1585587250,"Image pack, Image, Video Carousel"
farine de gaude,88,91,590,70.91,0.08,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Pain-Caractere-400g/p/37743,0,0,0.00,0.67,42200,"[30,37,37,30,30,30,45,45,100,45,55,45]",1585555255,"Featured snippet, Image"
la condesa paris,20,20,590,80.95,0.36,https://pro.bridordefrance.com/interview-indra-carrillo-la-condesa-paris,0,0,0.00,0.02,99,"[100,82,67,100,82,67,44,82,82,67,54,67]",1585434195,"Knowledge panel, Image pack, Site links, Video Carousel"
viennoiserie suisse,24,24,590,87.48,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Suisse-Chocolat-100g/p/33441,0,0,0.00,0,285000,"[44,55,55,67,55,67,82,82,100,82,82,82]",1585584188,"Knowledge panel, Image, Video Carousel"
bridor louverné,3,3,480,85.8,0.07,https://www.bridordefrance.com/bridor/fr/EUR/,43,0.95,3.00,0.03,94,"[44,44,100,82,67,54,44,54,67,54,54,67]",1585497732,"Knowledge panel, Image pack, Site links, Video, Video Carousel, FAQ"
levain boulogne,44,44,480,82.04,0.00,https://pro.bridordefrance.com/le-levain-decryptage-dune-matiere-vivante,0,0,0.00,0,99,"[100,100,81,66,66,66,44,66,81,81,66,100]",1585472622,"Knowledge panel, Image pack, Site links, Video, Video Carousel"
bridor rennes,2,2,480,87.66,0.07,https://www.bridordefrance.com/bridor/fr/EUR/,62,1.38,4.00,0.02,69,"[44,55,44,55,44,36,36,55,100,67,44,67]",1585306829,"Knowledge panel, Image pack, Site links, Video Carousel, FAQ"
pain et chocolat,96,0,480,92.12,0.00,https://www.bridordefrance.com/bridor/fr/EUR/bridor/fr/EUR/p/32577,0,0,0.00,0.01,83000000,"[54,54,54,54,67,82,67,67,82,67,100,82]",1585569714,"Knowledge panel, Image pack, Site links, Image, Video Carousel"
croissant au fromage,54,54,480,85.97,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Snacking/Croissant-fourre-Fromage-90g/p/37455,0,0,0.00,0,5520000,"[44,55,44,100,36,36,44,55,67,67,82,67]",1585306782,"Image pack, Image, Video Carousel"
foie gras rougié,81,76,480,71.35,0.27,https://pro.bridordefrance.com/la-truffe-et-le-foie-gras-sur-la-scene-du-trophee-jean-rougie,0,0,0.00,1,90,"[6,5,9,6,7,7,11,13,20,42,100,16]",1585522842,"Image pack, Site links, Video Carousel"
suisse au chocolat,22,18,480,87.85,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Suisse-Chocolat-100g/p/33441,0,0,0.00,0,18600000,"[54,67,54,67,54,67,54,82,100,82,67,82]",1585569513,"Knowledge panel, Top stories, Image, Video Carousel"
croissant au amande,37,47,480,84.14,0.00,https://pro.bridordefrance.com/recette/croissant-aux-amandes,0,0,0.00,0,1540000,"[66,81,66,81,66,81,66,81,100,100,100,100]",1585573225,"Image pack, Image, Video Carousel"
pain nordique recette,68,68,480,81.6,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Pav%C3%A9-Nordique-330g/p/38226,0,0,0.00,0.02,250000,"[44,54,54,67,44,44,54,82,82,54,44,100]",1585339302,"Image pack, Image, Video Carousel"
croissant surgelé,84,84,480,74.7,0.92,https://www.bridordefrance.com/expertises,0,0,0.00,1,288000,"[44,44,44,44,36,36,44,44,67,55,55,100]",1585314108,"Image pack, Image, Video Carousel"
baguettine,26,26,480,78.76,0.00,https://www.bridordefrance.com/bridor/fr/EUR/bridor/fr/EUR/p/34793,0,0,0.00,0.01,26700,"[66,81,81,81,81,100,100,100,100,100,100,100]",1585398500,"Image pack, Image, Video Carousel"
patte d ours patisserie,29,32,480,81.44,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Patte-d-Ours-Cacao-Noisette-100g/p/35161,0,0,0.00,0.06,60400,"[55,55,36,30,44,67,67,67,100,55,44,67]",1585555249,"Image pack, Video, Image"
pain au levain recette professionnelle,89,89,480,75.28,0.00,https://www.bridordefrance.com/bridor/fr/EUR/page-collection-pain,0,0,0.00,0.02,110000,"[67,82,44,54,44,36,54,67,100,100,54,67]",1585511024,"Image pack, Image, Video Carousel"
90g,33,33,480,74.89,0.00,https://www.bridordefrance.com/bridor/fr/EUR/bridor/fr/EUR/p/35676,0,0,0.00,0.38,49200000,"[54,54,54,54,100,100,100,66,100,81,81,81]",1585307196,"Image pack, Shopping ads"
suisse chocolat,14,14,390,79.82,0.58,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Suisse-Chocolat-100g/p/33441,2,0.04,1.00,0.1,25100000,"[44,54,54,54,44,66,66,81,100,100,81,81]",1585000781,"Knowledge panel, Local pack, Image, Video Carousel"
recette croissant beurre professionnel,56,56,390,77.19,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Croissant-80g/p/30995,0,0,0.00,0.02,250000,"[81,66,54,66,44,29,44,66,81,81,54,100]",1585490629,"Image pack, Video, Image, Video Carousel"
origine chocolatine,32,32,390,85.58,0.00,https://pro.bridordefrance.com/pain-chocolat-chocolatine,0,0,0.00,0,41400,"[44,100,54,54,44,67,82,44,44,44,54,44]",1584453593,"Knowledge panel, Image pack, Site links, Reviews, Video, Image, People also ask"
bridor servon sur vilaine,1,1,390,87.27,0.00,https://www.bridordefrance.com/bridor/fr/EUR/,312,6.96,0.00,0.01,14600,"[44,66,66,44,54,66,54,54,66,100,66,100]",1584527185,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel, FAQ"
poids pain au chocolat,43,43,390,80.21,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Pain-au-Chocolat-65g/p/33751,0,0,0.00,0,7540000,"[81,81,100,81,67,67,81,67,81,81,54,100]",1585379016,"Featured snippet, Image, Video Carousel, People also ask"
50g de farine,91,0,390,79.31,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Petit-Pain-Cereales-et-Graines-50g/p/37628,0,0,0.00,0.01,1060000,"[81,100,81,100,54,54,67,81,81,100,81,100]",1585544425,"Image pack, Site links, Featured snippet, Image, People also ask"
36173,89,89,390,84.4,0.00,https://www.bridordefrance.com/bridor/en/EUR/bridor/en/EUR/p/36173,0,0,0.00,0.01,4030000,"[44,67,100,81,54,67,100,81,81,100,81,100]",1585512559,Image pack
flute pain,67,67,390,77.37,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Flute/Finedor-r-Olives-noires-et-Thym-50g/p/31823,0,0,0.00,0,16100000,"[44,54,44,44,54,81,81,81,81,66,100,81]",1584478805,"Knowledge panel, Image pack, Site links, Reviews, Image, Video Carousel"
50g,24,24,390,73.33,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Petit-Pain-Cereales-et-Graines-50g/p/37628,0,0,0.00,0.08,223000000,"[54,67,67,67,54,67,67,81,81,100,100,100]",1585461455,Image pack
céréalier,34,34,390,86.1,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Pains/Le-Grand-Cerealier-1-1kg/p/34674,0,0,0.00,0.02,2440000,"[67,67,67,81,67,67,67,67,67,81,81,100]",1584726895,"Knowledge panel, Site links, Reviews, Featured snippet, Video Carousel"
bridor laval,5,5,390,85.87,0.08,https://www.bridordefrance.com/bridor/fr/EUR/,19,0.42,1.00,0.05,77,"[67,81,100,81,81,81,54,100,81,67,54,81]",1585080025,"Knowledge panel, Image pack, Site links, Video Carousel, FAQ"
patte d ours viennoiserie,20,20,390,78.76,0.00,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Famille/Viennoiseries/Patte-d-Ours-Cacao-Noisette-100g/p/35161,1,0.02,0.00,0.01,10600,"[66,66,54,54,44,54,66,81,100,100,54,81]",1584856931,"Image pack, Video, Image"
traiteur lenotre,80,80,390,83.74,1.06,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Collection/Bridor-Une-Recette-Lenotre-Professionnel/c/LenotrePAIN,0,0,0.00,0.21,34400,"[44,54,44,82,44,36,36,44,67,67,100,67]",1585353763,"Local pack, Image pack, Site links, Video Carousel"
pain individuel,24,24,390,79.71,0.00,https://pro.bridordefrance.com/petits-pains-individuels,0,0,0.00,0.89,15600000,"[14,17,17,17,14,14,17,32,48,72,72,100]",1584921627,"Knowledge panel, Image pack, Image, Video Carousel"
lenôtre traiteur,87,87,390,84.98,1.11,https://www.bridordefrance.com/bridor/fr/EUR/Catalogue/Collection/Bridor-Une-Recette-Lenotre-Professionnel/c/LenotrePAIN,0,0,0.00,0.16,139000,"[54,54,54,67,54,44,29,44,67,67,100,54]",1585145067,"Local pack, Site links, Video Carousel"
valium 2mg,69,69,390,87.79,0.00,https://www.bridordefrance.com/traductions/archive/463297-diazepam-2-mg-para-que-sirve.pdf,0,0,0.00,0,1250000,"[67,67,81,81,67,81,81,81,81,81,81,100]",1584871449,Site links
buffet vert,32,32,320,87.95,0.26,https://pro.bridordefrance.com/concoursbridor2018-le-buffet-vert,0,0,0.00,1,11000000,"[36,36,44,29,36,44,54,54,44,81,66,100]",1585177253,"Image pack, Site links, Shopping ads"
recette croissant aux amandes,38,38,320,85.96,0.00,https://pro.bridordefrance.com/recette/croissant-aux-amandes,0,0,0.00,0,333000,"[81,81,81,81,54,44,54,54,67,81,81,100]",1585126713,"Video, Image, Video Carousel"
